1,2.0,0.167,2.0,1.0,0.125,1.0,1.0,0.01980396079215843,0.9545454545454546
2,1.0,0.5164190190090573,3.0,2.0,0.875,4.0,3.0,0.15075064347849654,0.3181818181818182
3,1.0,0.08967774518623495,3.0,1.0,0.7916666666666666,5.0,4.0,0.7346426414565822,0.045454545454545456
4,1.0,0.8379599334096013,1.0,4.0,0.9583333333333334,5.0,1.0,0.3068326496406154,0.045454545454545456
5,1.0,0.38930312648138654,1.0,4.0,0.2916666666666667,4.0,3.0,0.08140373841407678,0.6818181818181818
6,1.0,0.022472023841685118,2.0,3.0,0.375,3.0,4.0,0.8769623155396422,0.5
7,2.0,0.7648337817030955,1.0,4.0,0.5416666666666666,5.0,4.0,0.693494990710367,0.5909090909090909
8,2.0,0.945501681505851,2.0,1.0,0.9583333333333334,4.0,3.0,0.25407253086486703,0.4090909090909091
9,2.0,0.6218162185766843,1.0,1.0,0.7083333333333334,5.0,5.0,0.38735570130969443,0.5909090909090909
10,2.0,0.6772772465202064,1.0,3.0,0.875,1.0,3.0,0.33577643833652715,0.5909090909090909
11,1.0,0.3524915378157061,1.0,3.0,0.2916666666666667,5.0,4.0,0.8992188121685089,0.22727272727272727
12,1.0,0.8766447905596069,1.0,4.0,0.375,5.0,1.0,0.48685957976830213,0.045454545454545456
