Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,2,5.206093,0,60.0,15183390,11.8594,0.0,1,5.206093,0,11.8594,SAT,,20.537,
2,1,9,11.433763,0,60.0,8732229,22.0769,0.0,1,11.433763,1,33.9363,SAT,,29.147,
3,2,9,11.35544,0,60.0,8732229,22.0166,0.0,1,11.35544,1,55.9529,SAT,,28.956,
4,2,2,4.990837,0,60.0,15183390,11.2112,0.0,1,4.990837,1,67.1641,SAT,,17.656,
5,2,6,8.785563,0,60.0,8384638,17.6772,0.0,1,8.785563,1,84.8413,SAT,,24.45,
6,3,9,11.342276,0,60.0,8732229,21.952,0.0,1,11.342276,1,106.7933,SAT,,28.85,
7,3,6,8.881091,0,60.0,8384638,17.7148,0.0,1,8.881091,1,124.5081,SAT,,24.445,
8,3,2,5.181555,0,60.0,15183390,11.5878,0.0,1,5.181555,1,136.0959,SAT,,18.167,
9,2,12,10.860956,0,60.0,13873809,21.3465,0.0,1,10.860956,2,157.4424,SAT,,28.376,
10,4,12,10.973041,0,60.0,13873809,21.6093,0.0,1,10.973041,2,179.05169999999998,SAT,,28.565,
11,2,5,10.262024,0,60.0,11919795,20.5784,0.0,1,10.262024,2,199.63009999999997,SAT,,27.448,
12,5,12,10.796862,0,60.0,13873809,21.4492,0.0,1,10.796862,2,221.07929999999996,SAT,,28.33,
13,5,6,8.981973,0,60.0,8384638,17.961,0.0,1,8.981973,2,239.04029999999995,SAT,,24.761,
14,5,2,5.095681,0,60.0,15183390,11.5166,0.0,1,5.095681,2,250.55689999999996,SAT,,18.034,
15,2,11,6.706341,0,60.0,69552,14.1068,0.0,1,6.706341,3,264.66369999999995,SAT,,20.71,
16,6,9,11.193337,0,60.0,8732229,21.9623,0.0,1,11.193337,3,286.626,SAT,,28.872,
17,6,11,6.813418,0,60.0,69552,14.2321,0.0,1,6.813418,3,300.8581,SAT,,20.866,
18,6,12,10.728775,0,60.0,13873809,21.4075,0.0,1,10.728775,3,322.26559999999995,SAT,,28.395,
19,6,5,10.176489,0,60.0,11919795,20.371,0.0,1,10.176489,3,342.63659999999993,SAT,,27.256,
20,6,2,5.11003,0,60.0,15183390,11.4941,0.0,1,5.11003,3,354.13069999999993,SAT,,17.996,
21,6,6,8.92562,0,60.0,8384638,17.7794,0.0,1,8.92562,3,371.91009999999994,SAT,,24.553,
22,6,3,4.956414,0,60.0,6223220,11.147,0.0,1,4.956414,3,383.05709999999993,SAT,,17.638,
23,7,11,6.79492,0,60.0,69552,14.3638,0.0,1,6.79492,3,397.42089999999996,SAT,,20.998,
24,7,5,9.981516,0,60.0,11919795,20.2918,0.0,1,9.981516,3,417.7127,SAT,,27.167,
25,7,9,11.402697,0,60.0,8732229,22.0592,0.0,1,11.402697,3,439.77189999999996,SAT,,29.005,
26,7,6,8.97653,0,60.0,8384638,17.7001,0.0,1,8.97653,3,457.472,SAT,,24.476,
27,7,3,4.886028,0,60.0,6223220,11.0533,0.0,1,4.886028,3,468.52529999999996,SAT,,17.563,
28,7,2,4.979175,0,60.0,15183390,11.3698,0.0,1,4.979175,3,479.89509999999996,SAT,,17.873,
29,7,12,10.675485,0,60.0,13873809,21.464,0.0,1,10.675485,3,501.35909999999996,SAT,,28.339,
30,7,8,10.586477,0,60.0,162587,21.0347,0.0,1,10.586477,4,522.3937999999999,SAT,,28.15,
31,8,9,11.448095,0,60.0,8732229,22.1291,0.0,1,11.448095,4,544.5228999999999,SAT,,29.052,
32,7,7,8.682216,0,60.0,189204,17.8671,0.0,1,8.682216,4,562.39,SAT,,24.651,
33,9,2,4.900081,0,60.0,15183390,11.0802,0.0,1,4.900081,4,573.4702,SAT,,42.152,
34,9,7,8.460354,0,60.0,189204,17.8474,0.0,1,8.460354,4,591.3176,SAT,,24.703,
35,9,12,10.808614,0,60.0,13873809,21.5,0.0,1,10.808614,4,612.8176,SAT,,28.461,
36,9,5,10.163343,0,60.0,11919795,20.4819,0.0,1,10.163343,4,633.2995,SAT,,27.344,
37,9,6,9.154894,0,60.0,8384638,18.0389,0.0,1,9.154894,4,651.3384,SAT,,24.854,
38,9,11,6.938835,0,60.0,69552,14.4468,0.0,1,6.938835,4,665.7852,SAT,,21.052,
39,9,8,10.681904,0,60.0,162587,21.0208,0.0,1,10.681904,4,686.806,SAT,,27.881,
40,7,1,9.602643,0,60.0,8792767,19.3808,0.0,1,9.602643,5,706.1868000000001,SAT,,26.523,
41,10,2,5.109018,0,60.0,15183390,11.3201,0.0,1,5.109018,5,717.5069000000001,SAT,,17.919,
42,7,4,10.647825,0,60.0,16201033,21.4793,0.0,1,10.647825,5,738.9862,SAT,,28.37,
43,11,7,8.593050999999999,0,60.0,189204,17.8035,0.0,1,8.593050999999999,5,756.7897,SAT,,24.587,
44,11,4,10.740597,0,60.0,16201033,21.5333,0.0,1,10.740597,5,778.3230000000001,SAT,,28.488,
45,11,2,5.171661,0,60.0,15183390,11.5567,0.0,1,5.171661,5,789.8797000000001,SAT,,18.075,
46,7,10,9.041744,0,60.0,342778,18.5642,0.0,1,9.041744,6,808.4439000000001,SAT,,25.379,
47,12,8,10.512008,0,60.0,162587,20.878,0.0,1,10.512008,6,829.3219000000001,SAT,,27.764,
48,12,1,9.440245,0,60.0,8792767,19.0989,0.0,1,9.440245,6,848.4208000000001,SAT,,25.844,
49,12,4,10.850851,0,60.0,16201033,21.5357,0.0,1,10.850851,6,869.9565000000001,SAT,,28.464,
50,12,12,10.856940999999999,0,60.0,13873809,21.2706,0.0,1,10.856940999999999,6,891.2271000000001,SAT,,28.13,
51,12,10,9.150222,0,60.0,342778,18.7533,0.0,1,9.150222,6,909.9804,SAT,,25.55,
52,12,7,8.517236,0,60.0,189204,17.7205,0.0,1,8.517236,6,927.7009,SAT,,24.469,
53,12,2,4.961565,0,60.0,15183390,11.3654,0.0,1,4.961565,6,939.0663000000001,SAT,,17.912,
54,7,4,10.547955,0,60.0,8268671,21.4763,0.0,1,10.547955,6,960.5426000000001,SAT,,28.467,
55,13,4,10.714359,0,60.0,8268671,21.6846,0.0,1,10.714359,6,982.2272000000002,SAT,,28.67,
56,7,1,9.70482,0,60.0,13794010,19.4212,0.0,1,9.70482,7,1001.6484000000002,SAT,,33.441,
57,10,6,8.774041,0,60.0,8384638,17.7521,0.0,1,8.774041,7,1019.4005000000002,SAT,,27.779,
58,10,1,9.619895,0,60.0,13794010,19.5572,0.0,1,9.619895,7,1038.9577000000002,SAT,,26.388,
59,10,11,6.70411,0,60.0,69552,14.2215,0.0,1,6.70411,7,1053.1792000000003,SAT,,20.852,
60,10,4,10.50442,0,60.0,8268671,21.1793,0.0,1,10.50442,7,1074.3585000000003,SAT,,28.034,
