1,2.0,0.167,2.0,1.0,0.125,1.0,1.0,0.01980396079215843,0.9545454545454546
2,1.0,0.8228659449603157,1.0,2.0,0.041666666666666664,3.0,3.0,0.03938671697682605,0.22727272727272727
3,1.0,0.6281585579772875,2.0,1.0,0.2916666666666667,4.0,1.0,0.825576400333551,0.5909090909090909
4,2.0,0.10286227480161636,3.0,2.0,0.7083333333333334,5.0,5.0,0.3328391977923759,0.6818181818181818
5,2.0,0.5955712715299973,3.0,3.0,0.20833333333333334,1.0,1.0,0.17055391027377476,0.5
6,2.0,0.6295011495910986,2.0,3.0,0.375,4.0,1.0,0.5125793940589257,0.5
7,1.0,0.4735680493823805,2.0,4.0,0.9583333333333334,4.0,5.0,0.7530652643920189,0.5909090909090909
8,1.0,0.6281585579772875,2.0,3.0,0.7083333333333334,2.0,1.0,0.7324213608449271,0.5909090909090909
9,2.0,0.4339710181941073,3.0,2.0,0.20833333333333334,4.0,5.0,0.15126477076279454,0.5909090909090909
10,2.0,0.1452818110384438,2.0,3.0,0.20833333333333334,3.0,1.0,0.36324832233276527,0.22727272727272727
11,1.0,0.8495458341322991,1.0,3.0,0.2916666666666667,4.0,2.0,0.5171686406128619,0.9545454545454546
12,1.0,0.13829785706521702,1.0,1.0,0.041666666666666664,3.0,4.0,0.23211896968214496,0.6818181818181818
13,2.0,0.6715540428732394,3.0,2.0,0.9583333333333334,2.0,5.0,0.5221486170345261,0.6818181818181818
