1,2.0,0.167,2.0,1.0,0.125,1.0,1.0,0.01980396079215843,0.9545454545454546
2,1.0,0.4255585774386842,3.0,4.0,0.7083333333333334,2.0,2.0,0.3462973632407027,0.5
3,2.0,0.273723179544585,3.0,2.0,0.7916666666666666,3.0,1.0,0.3783728785665218,0.5
4,1.0,0.08950826469897344,2.0,3.0,0.125,4.0,5.0,0.05577628144903768,0.8636363636363636
5,2.0,0.22833045281427677,3.0,1.0,0.875,5.0,1.0,0.301794769729682,0.13636363636363635
6,1.0,0.5643292984858451,3.0,4.0,0.9583333333333334,1.0,5.0,0.9349545508636854,0.3181818181818182
7,1.0,0.004114106593360534,3.0,3.0,0.625,5.0,1.0,0.5313460838436296,0.3181818181818182
8,1.0,0.18742921021894499,2.0,4.0,0.9583333333333334,5.0,4.0,0.49977249463179707,0.13636363636363635
9,1.0,0.3278839196394997,2.0,2.0,0.7083333333333334,3.0,3.0,0.980053790773037,0.7727272727272727
10,1.0,0.8785872455536491,3.0,4.0,0.4583333333333333,5.0,2.0,0.3480281531122015,0.3181818181818182
11,2.0,0.6120567519934476,3.0,4.0,0.5416666666666666,2.0,2.0,0.7415768386813607,0.9545454545454546
12,2.0,0.3257851812240147,3.0,2.0,0.625,5.0,5.0,0.1147546154692004,0.3181818181818182
13,1.0,0.3215577284601544,2.0,1.0,0.125,5.0,1.0,0.1769941993686981,0.4090909090909091
14,2.0,0.2256133765725568,3.0,2.0,0.625,5.0,5.0,0.1147546154692004,0.3181818181818182
15,2.0,0.12186156196170994,1.0,4.0,0.125,4.0,2.0,0.7807835958407712,0.9545454545454546
