Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.897054,0,60.0,5219272,20.9325,0.0,1,10.897054,0,20.9325,SAT,,30.578,
2,1,1,10.663564,0,60.0,8623161,20.536,0.0,1,10.663564,1,41.468500000000006,SAT,,27.985,
3,2,1,10.754192,0,60.0,5219272,20.4609,0.0,1,10.754192,1,61.9294,SAT,,27.9,
4,2,1,10.606458,0,60.0,8623161,20.672,0.0,1,10.606458,1,82.6014,SAT,,28.189,
5,2,1,10.308337,0,60.0,2568839,20.0038,0.0,1,10.308337,1,102.6052,SAT,,27.35,
6,3,1,10.959473,0,60.0,5219272,20.9172,0.0,1,10.959473,1,123.5224,SAT,,28.354,
7,2,1,13.457041,0,60.0,3757387,24.1766,0.0,1,13.457041,2,147.699,SAT,,39.498,
8,4,1,11.950164000000001,0,60.0,3757387,22.481,0.0,1,11.950164000000001,2,170.18,SAT,,30.136,
9,2,1,12.451351,0,60.0,9408704,23.2678,0.0,1,12.451351,2,193.4478,SAT,,30.965,
10,5,1,13.040289,0,60.0,2568839,24.0021,0.0,1,13.040289,2,217.4499,SAT,,31.742,
