Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,12.073439,0,60.0,15143142,21.7358,0.0,1,12.073439,0,21.7358,SAT,,31.701,
2,1,1,11.191942,0,60.0,7684822,20.1108,0.0,1,11.191942,1,41.8466,SAT,,27.938,
3,2,1,10.438496,0,60.0,15143142,19.3542,0.0,1,10.438496,1,61.2008,SAT,,26.418,
4,2,1,9.652088,0,60.0,7684822,18.5505,0.0,1,9.652088,1,79.7513,SAT,,25.524,
5,2,1,9.620863,0,60.0,4630441,18.4044,0.0,1,9.620863,1,98.1557,SAT,,25.235,
6,3,1,9.629868,0,60.0,4630441,18.3623,0.0,1,9.629868,1,116.518,SAT,,25.214,
7,3,1,9.464382,0,60.0,7684822,18.2197,0.0,1,9.464382,1,134.7377,SAT,,25.021,
8,3,1,9.488261,0,60.0,15143142,18.111,0.0,1,9.488261,1,152.84869999999998,SAT,,24.961,
9,3,1,9.334594,0,60.0,9269544,18.0646,0.0,1,9.334594,2,170.9133,SAT,,24.902,
10,4,1,9.256608,0,60.0,15143142,17.9764,0.0,1,9.256608,2,188.8897,SAT,,24.928,
11,4,1,9.502396,0,60.0,9269544,18.6316,0.0,1,9.502396,2,207.5213,SAT,,25.735,
12,4,1,9.626932,0,60.0,7684822,18.2663,0.0,1,9.626932,2,225.7876,SAT,,25.175,
