Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-1.0,0,60.0,647467,1.14205,0.0,1,-1.0,0,1.14205,SAT,,10.075,
2,1,1,-0.9333333333333333,0,60.0,3713518,1.14635,0.0,1,-0.9333333333333333,1,2.2884,SAT,,10.114,
3,2,1,1.0E9,0,60.0,647467,0.0,0.0,-1,1.0E9,1,2.2884,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.342,
4,1,1,-0.9666666666666667,0,60.0,7124830,0.97446,0.0,1,-0.9666666666666667,1,3.2628600000000003,SAT,,7.253,
5,3,1,-0.23333333333333334,0,60.0,3713518,0.97482,0.0,1,-0.23333333333333334,1,4.23768,SAT,,7.233,
6,1,1,-0.9,0,60.0,2302011,0.990017,0.0,1,-0.9,2,5.227697,SAT,,7.217,
7,4,1,-0.26666666666666666,0,60.0,647467,0.976648,0.0,1,-0.26666666666666666,2,6.204345,SAT,,7.224,
8,1,1,-0.9666666666666667,0,60.0,509277,0.936066,0.0,1,-0.9666666666666667,2,7.140411,SAT,,7.091,
9,5,1,-0.26666666666666666,0,60.0,647467,1.02034,0.0,1,-0.26666666666666666,2,8.160751000000001,SAT,,7.22,
10,1,1,-0.9333333333333333,0,60.0,57595,0.952751,0.0,1,-0.9333333333333333,3,9.113502,SAT,,7.464,
11,6,1,-0.2,0,60.0,7124830,1.05592,0.0,1,-0.2,3,10.169422,SAT,,7.245,
12,1,1,-0.9666666666666667,0,60.0,9924393,0.896876,0.0,1,-0.9666666666666667,3,11.066298000000002,SAT,,7.062,
13,7,1,1.0E9,0,60.0,3713518,0.0,0.0,-1,1.0E9,3,11.066298000000002,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.036,
14,1,1,-0.9666666666666667,0,60.0,5920224,0.888919,0.0,1,-0.9666666666666667,4,11.955217000000001,SAT,,7.179,
15,8,1,1.0E9,0,60.0,5920224,0.0,0.0,-1,1.0E9,4,11.955217000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.022,
16,1,1,-0.9333333333333333,0,60.0,15527788,0.884316,0.0,1,-0.9333333333333333,4,12.839533000000001,SAT,,7.025,
17,9,1,1.0E9,0,60.0,647467,0.0,0.0,-1,1.0E9,4,12.839533000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.029,
18,1,1,-0.9333333333333333,0,60.0,16083175,0.910921,0.0,1,-0.9333333333333333,5,13.750454000000001,SAT,,7.199,
19,10,1,1.0E9,0,60.0,15527788,0.0,0.0,-1,1.0E9,5,13.750454000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.031,
20,1,1,-1.0,0,60.0,1067877,0.89885,0.0,1,-1.0,5,14.649304,SAT,,7.03,
21,11,1,-0.9,0,60.0,2302011,1.02537,0.0,1,-0.9,5,15.674674000000001,SAT,,7.196,
22,1,1,-0.9333333333333333,0,60.0,1815110,0.901702,0.0,1,-0.9333333333333333,6,16.576376,SAT,,7.045,
23,12,1,1.0E9,0,60.0,2302011,0.0,0.0,-1,1.0E9,6,16.576376,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.071,
24,1,1,-0.9333333333333333,0,60.0,3379005,0.911329,0.0,1,-0.9333333333333333,6,17.487705,SAT,,7.126,
25,13,1,1.0E9,0,60.0,647467,0.0,0.0,-1,1.0E9,6,17.487705,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.266,
26,1,1,-0.9666666666666667,0,60.0,2936525,0.933012,0.0,1,-0.9666666666666667,7,18.420717,SAT,,7.179,
27,14,1,-0.9333333333333333,0,60.0,16083175,1.17648,0.0,1,-0.9333333333333333,7,19.597197,SAT,,8.014,
28,1,1,-0.9333333333333333,0,60.0,1481654,0.908884,0.0,1,-0.9333333333333333,7,20.506081000000002,SAT,,7.156,
29,15,1,1.0E9,0,60.0,9924393,0.0,0.0,-1,1.0E9,7,20.506081000000002,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.348,
30,1,1,-1.0,0,60.0,3716135,0.915963,0.0,1,-1.0,8,21.422044000000003,SAT,,7.227,
31,16,1,-0.6,0,60.0,16083175,1.10624,0.0,1,-0.6,8,22.528284000000003,SAT,,7.542,
32,1,1,-1.0,0,60.0,256906,0.944382,0.0,1,-1.0,8,23.472666000000004,SAT,,7.273,
33,17,1,1.0E9,0,60.0,16083175,0.0,0.0,-1,1.0E9,8,23.472666000000004,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.441,
34,1,1,-0.9,0,60.0,5233533,0.951103,0.0,1,-0.9,9,24.423769000000004,SAT,,7.469,
35,14,1,-0.9666666666666667,0,60.0,3379005,1.16913,0.0,1,-0.9666666666666667,9,25.592899000000003,SAT,,7.555,
36,1,1,-0.9333333333333333,0,60.0,12825804,0.955263,0.0,1,-0.9333333333333333,9,26.548162,SAT,,7.266,
37,18,1,1.0E9,0,60.0,9924393,0.0,0.0,-1,1.0E9,9,26.548162,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.29,
38,1,1,-0.9333333333333333,0,60.0,12256315,0.956166,0.0,1,-0.9333333333333333,10,27.504328,SAT,,7.12,
39,19,1,-0.9666666666666667,0,60.0,9924393,0.945688,0.0,1,-0.9666666666666667,10,28.450016,SAT,,7.214,
40,19,1,-0.9333333333333333,0,60.0,15527788,0.931203,0.0,1,-0.9333333333333333,10,29.381219,SAT,,7.115,
41,19,1,-1.0,0,60.0,647467,0.908767,0.0,1,-1.0,10,30.289986000000003,SAT,,7.064,
42,19,1,-0.9333333333333333,0,60.0,12256315,0.902967,0.0,1,-0.9333333333333333,10,31.192953000000003,SAT,,7.06,
43,19,1,-0.9333333333333333,0,60.0,57595,0.905988,0.0,1,-0.9333333333333333,10,32.098941,SAT,,7.056,
44,19,1,-0.9333333333333333,0,60.0,5920224,0.898331,0.0,1,-0.9333333333333333,10,32.997272,SAT,,7.036,
45,19,1,-0.9,0,60.0,5233533,0.903489,0.0,1,-0.9,10,33.900761,SAT,,7.048,
46,1,1,-1.0,0,60.0,4509518,0.906395,0.0,1,-1.0,10,34.807156000000006,SAT,,7.058,
47,20,1,-0.26666666666666666,0,60.0,12256315,1.00861,0.0,1,-0.26666666666666666,10,35.815766,SAT,,7.19,
