Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.9397,0,60.0,16747987,20.9707,0.0,1,10.9397,0,20.9707,SAT,,30.716,
2,1,1,10.732059,0,60.0,839011,20.5714,0.0,1,10.732059,1,41.542100000000005,SAT,,28.119,
3,2,1,10.460804,0,60.0,839011,20.2822,0.0,1,10.460804,1,61.82430000000001,SAT,,27.717,
4,2,1,10.50626,0,60.0,16747987,20.3426,0.0,1,10.50626,1,82.16690000000001,SAT,,27.801,
5,2,1,10.232617,0,60.0,13234068,20.0418,0.0,1,10.232617,1,102.20870000000001,SAT,,27.333,
6,3,1,11.053715,0,60.0,13234068,21.0258,0.0,1,11.053715,1,123.23450000000001,SAT,,28.37,
7,2,1,13.263074,0,60.0,13242320,23.95,0.0,1,13.263074,2,147.1845,SAT,,39.778,
8,4,1,11.532474,0,60.0,839011,22.0368,0.0,1,11.532474,2,169.2213,SAT,,29.911,
9,2,1,11.767722,0,60.0,10574143,22.6084,0.0,1,11.767722,2,191.8297,SAT,,30.204,
10,5,1,12.215216,0,60.0,13242320,23.3087,0.0,1,12.215216,2,215.1384,SAT,,31.001,
