Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.757116,0,60.0,8792767,21.9085,0.0,1,10.757116,0,21.9085,SAT,,32.496,
2,1,1,11.342153,0,60.0,13794010,22.436,0.0,1,11.342153,1,44.3445,SAT,,30.237,
3,2,1,10.914225,0,60.0,13794010,22.1356,0.0,1,10.914225,1,66.4801,SAT,,29.896,
4,2,1,11.485516,0,60.0,8792767,22.7293,0.0,1,11.485516,1,89.20939999999999,SAT,,31.761,
5,1,1,11.631354,0,60.0,12632380,23.2435,0.0,1,11.631354,1,112.45289999999999,SAT,,30.953,
6,3,1,11.412094,0,60.0,13794010,23.1043,0.0,1,11.412094,1,135.5572,SAT,,31.407,
7,1,1,10.052144,0,60.0,11794476,20.5145,0.0,1,10.052144,2,156.0717,SAT,,27.898,
8,4,1,11.104659,0,60.0,12632380,22.1185,0.0,1,11.104659,2,178.1902,SAT,,30.259,
9,1,1,10.948132,0,60.0,14574700,21.559,0.0,1,10.948132,2,199.7492,SAT,,29.792,
10,5,1,11.732351,0,60.0,11794476,22.719,0.0,1,11.732351,2,222.4682,SAT,,30.346,
