Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-0.9333333333333333,0,60.0,7675979,1.29272,0.0,1,-0.9333333333333333,0,1.29272,SAT,,10.137,
2,1,1,-1.0,0,60.0,1977218,1.30263,0.0,1,-1.0,1,2.59535,SAT,,9.912,
3,2,1,1.0E9,0,60.0,7675979,0.0,0.0,-1,1.0E9,1,2.59535,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.608,
4,1,1,-0.9,0,60.0,4087813,1.11432,0.0,1,-0.9,1,3.70967,SAT,,7.476,
5,3,1,1.0E9,0,60.0,1977218,0.0,0.0,-1,1.0E9,1,3.70967,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.588,
6,1,1,-1.0,0,60.0,14897376,1.053,0.0,1,-1.0,2,4.76267,SAT,,7.398,
7,4,1,1.0E9,0,60.0,1977218,0.0,0.0,-1,1.0E9,2,4.76267,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.512,
8,1,1,-1.0,0,60.0,10315270,1.07089,0.0,1,-1.0,2,5.83356,SAT,,7.399,
9,5,1,-0.26666666666666666,0,60.0,7675979,1.17021,0.0,1,-0.26666666666666666,2,7.00377,SAT,,7.399,
10,1,1,-0.9666666666666667,0,60.0,6705597,1.04013,0.0,1,-0.9666666666666667,3,8.0439,SAT,,7.365,
11,6,1,-0.9333333333333333,0,60.0,14897376,1.12113,0.0,1,-0.9333333333333333,3,9.165030000000002,SAT,,7.372,
12,1,1,-0.9,0,60.0,12223401,1.05594,0.0,1,-0.9,3,10.220970000000001,SAT,,7.269,
13,7,1,1.0E9,0,60.0,14897376,0.0,0.0,-1,1.0E9,3,10.220970000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.402,
14,1,1,-0.9333333333333333,0,60.0,5035777,1.03741,0.0,1,-0.9333333333333333,4,11.25838,SAT,,7.345,
15,8,1,-0.3333333333333333,0,60.0,7675979,0.990963,0.0,1,-0.3333333333333333,4,12.249343000000001,SAT,,7.248,
16,1,1,-0.8666666666666667,0,60.0,8892049,0.997561,0.0,1,-0.8666666666666667,4,13.246904,SAT,,7.226,
17,9,1,1.0E9,0,60.0,10315270,0.0,0.0,-1,1.0E9,4,13.246904,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.344,
18,1,1,-0.9,0,60.0,5607813,1.04937,0.0,1,-0.9,5,14.296274,SAT,,7.486,
19,10,1,-0.5666666666666667,0,60.0,12223401,1.18825,0.0,1,-0.5666666666666667,5,15.484524,SAT,,7.327,
20,1,1,-0.9666666666666667,0,60.0,16713512,1.04802,0.0,1,-0.9666666666666667,5,16.532544,SAT,,7.26,
21,11,1,-0.23333333333333334,0,60.0,5035777,0.953316,0.0,1,-0.23333333333333334,5,17.485860000000002,SAT,,7.119,
22,1,1,-0.9666666666666667,0,60.0,4046068,1.03454,0.0,1,-0.9666666666666667,6,18.520400000000002,SAT,,7.204,
23,12,1,1.0E9,0,60.0,8892049,0.0,0.0,-1,1.0E9,6,18.520400000000002,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.376,
24,1,1,-0.9333333333333333,0,60.0,5058455,1.09215,0.0,1,-0.9333333333333333,6,19.612550000000002,SAT,,7.334,
25,13,1,1.0E9,0,60.0,10315270,0.0,0.0,-1,1.0E9,6,19.612550000000002,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.49,
26,1,1,-0.9666666666666667,0,60.0,5317952,1.1467,0.0,1,-0.9666666666666667,7,20.75925,SAT,,7.46,
27,14,1,-0.26666666666666666,0,60.0,4046068,1.26688,0.0,1,-0.26666666666666666,7,22.026130000000002,SAT,,7.558,
28,1,1,-0.9666666666666667,0,60.0,14943656,1.1042,0.0,1,-0.9666666666666667,7,23.13033,SAT,,7.43,
29,15,1,1.0E9,0,60.0,6705597,0.0,0.0,-1,1.0E9,7,23.13033,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.649,
30,1,1,-1.0,0,60.0,7996271,1.07829,0.0,1,-1.0,8,24.20862,SAT,,7.51,
31,16,1,-0.5333333333333333,0,60.0,14897376,1.0891,0.0,1,-0.5333333333333333,8,25.297719999999998,SAT,,7.617,
32,1,1,-1.0,0,60.0,8507860,1.03894,0.0,1,-1.0,8,26.33666,SAT,,7.492,
33,17,1,1.0E9,0,60.0,12223401,0.0,0.0,-1,1.0E9,8,26.33666,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.969,
34,1,1,-0.9666666666666667,0,60.0,3648910,0.939344,0.0,1,-0.9666666666666667,9,27.276003999999997,SAT,,7.413,
35,18,1,1.0E9,0,60.0,5317952,0.0,0.0,-1,1.0E9,9,27.276003999999997,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.495,
36,1,1,-0.9666666666666667,0,60.0,16088464,1.00943,0.0,1,-0.9666666666666667,9,28.285433999999995,SAT,,7.454,
37,19,1,1.0E9,0,60.0,3648910,0.0,0.0,-1,1.0E9,9,28.285433999999995,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.35,
38,1,1,-0.9,0,60.0,3591298,0.988971,0.0,1,-0.9,10,29.274404999999994,SAT,,7.162,
39,20,1,-0.3333333333333333,0,60.0,8892049,0.943588,0.0,1,-0.3333333333333333,10,30.217992999999993,SAT,,7.167,
40,1,1,-0.9,0,60.0,16647012,0.999634,0.0,1,-0.9,10,31.217626999999993,SAT,,7.162,
41,21,1,1.0E9,0,60.0,8892049,0.0,0.0,-1,1.0E9,10,31.217626999999993,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.286,
42,1,1,-0.9666666666666667,0,60.0,7809405,1.01727,0.0,1,-0.9666666666666667,11,32.23489699999999,SAT,,7.233,
43,22,1,-0.2,0,60.0,1977218,1.00699,0.0,1,-0.2,11,33.24188699999999,SAT,,7.226,
44,1,1,-0.9333333333333333,0,60.0,2412805,1.0249,0.0,1,-0.9333333333333333,11,34.266786999999994,SAT,,7.204,
45,23,1,1.0E9,0,60.0,3648910,0.0,0.0,-1,1.0E9,11,34.266786999999994,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.373,
46,1,1,-1.0,0,60.0,2898470,1.02212,0.0,1,-1.0,12,35.288906999999995,SAT,,7.263,
47,24,1,-0.26666666666666666,0,60.0,7675979,1.16148,0.0,1,-0.26666666666666666,12,36.45038699999999,SAT,,7.362,
48,1,1,-0.9333333333333333,0,60.0,8127021,1.03227,0.0,1,-0.9333333333333333,12,37.48265699999999,SAT,,7.212,
49,25,1,1.0E9,0,60.0,3648910,0.0,0.0,-1,1.0E9,12,37.48265699999999,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.315,
