Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.402706,0,60.0,5219272,20.9051,0.0,1,10.402706,0,20.9051,SAT,,29.862,
2,1,3,5.026968,0,60.0,16335942,11.3511,0.0,1,5.026968,1,32.2562,SAT,,17.904,
3,2,1,9.695891,0,60.0,5219272,19.3595,0.0,1,9.695891,1,51.615700000000004,SAT,,26.185,
4,2,3,4.95384,0,60.0,16335942,11.1465,0.0,1,4.95384,1,62.76220000000001,SAT,,17.668,
5,2,11,6.914616,0,60.0,13153658,14.5363,0.0,1,6.914616,1,77.2985,SAT,,21.139,
6,3,3,4.980229,0,60.0,16335942,11.2381,0.0,1,4.980229,1,88.5366,SAT,,17.759,
7,2,12,10.967397,0,60.0,13487900,21.5412,0.0,1,10.967397,2,110.07780000000001,SAT,,28.518,
8,4,3,4.99045,0,60.0,16335942,11.1026,0.0,1,4.99045,2,121.1804,SAT,,17.569,
9,2,10,9.07994,0,60.0,15113266,18.9784,0.0,1,9.07994,2,140.1588,SAT,,25.785,
10,5,1,9.382767,0,60.0,5219272,19.4232,0.0,1,9.382767,2,159.58200000000002,SAT,,26.276,
11,5,11,6.8550629999999995,0,60.0,13153658,14.4424,0.0,1,6.8550629999999995,2,174.0244,SAT,,21.056,
12,5,3,5.012932,0,60.0,16335942,11.2878,0.0,1,5.012932,2,185.31220000000002,SAT,,17.809,
13,5,12,10.869108,0,60.0,13487900,21.3552,0.0,1,10.869108,2,206.66740000000001,SAT,,28.279,
14,5,10,9.354674,0,60.0,15113266,18.8554,0.0,1,9.354674,2,225.52280000000002,SAT,,25.669,
15,5,8,10.847256,0,60.0,3861253,21.2081,0.0,1,10.847256,3,246.73090000000002,SAT,,28.29,
16,6,12,10.753926,0,60.0,13487900,21.476,0.0,1,10.753926,3,268.2069,SAT,,28.371,
17,6,11,6.735554,0,60.0,13153658,14.2242,0.0,1,6.735554,3,282.4311,SAT,,20.914,
18,6,8,10.548191,0,60.0,3861253,21.3914,0.0,1,10.548191,3,303.8225,SAT,,28.463,
19,6,10,8.997952,0,60.0,15113266,18.8455,0.0,1,8.997952,3,322.668,SAT,,25.66,
20,6,1,9.550215,0,60.0,5219272,19.3248,0.0,1,9.550215,3,341.9928,SAT,,26.161,
21,6,3,4.9193999999999996,0,60.0,16335942,11.1478,0.0,1,4.9193999999999996,3,353.1406,SAT,,17.654,
22,6,6,8.868895,0,60.0,12543416,17.8088,0.0,1,8.868895,3,370.9494,SAT,,24.785,
23,7,12,10.639347,0,60.0,13487900,21.4453,0.0,1,10.639347,3,392.3947,SAT,,28.381,
24,7,3,4.914155,0,60.0,16335942,11.107,0.0,1,4.914155,3,403.5017,SAT,,17.556,
25,7,8,10.61027,0,60.0,3861253,21.1267,0.0,1,10.61027,3,424.62840000000006,SAT,,28.012,
26,7,10,9.134144,0,60.0,15113266,18.8688,0.0,1,9.134144,3,443.4972000000001,SAT,,25.656,
27,7,1,9.657796,0,60.0,5219272,19.7016,0.0,1,9.657796,3,463.19880000000006,SAT,,26.56,
28,7,6,8.917399,0,60.0,12543416,17.829,0.0,1,8.917399,3,481.02780000000007,SAT,,24.575,
29,7,11,6.79796,0,60.0,13153658,14.2499,0.0,1,6.79796,3,495.2777000000001,SAT,,20.837,
30,6,5,10.123532,0,60.0,9789320,20.23,0.0,1,10.123532,4,515.5077000000001,SAT,,27.201,
31,8,1,9.664657,0,60.0,5219272,19.3368,0.0,1,9.664657,4,534.8445000000002,SAT,,26.18,
32,6,7,8.627723,0,60.0,4822113,17.7152,0.0,1,8.627723,4,552.5597000000001,SAT,,24.472,
33,9,3,4.872172,0,60.0,16335942,11.0309,0.0,1,4.872172,4,563.5906000000001,SAT,,52.221,
34,9,1,9.690822,0,60.0,5219272,19.7061,0.0,1,9.690822,4,583.2967000000001,SAT,,26.605,
35,9,5,10.146894,0,60.0,9789320,20.3477,0.0,1,10.146894,4,603.6444000000001,SAT,,27.242,
36,6,4,10.733896,0,60.0,2829780,21.6009,0.0,1,10.733896,5,625.2453000000002,SAT,,28.792,
37,10,10,9.052242,0,60.0,15113266,18.8563,0.0,1,9.052242,5,644.1016000000002,SAT,,25.635,
38,6,2,5.209078,0,60.0,15312601,11.6826,0.0,1,5.209078,5,655.7842000000002,SAT,,18.251,
39,11,3,5.041217,0,60.0,16335942,11.2714,0.0,1,5.041217,5,667.0556000000001,SAT,,17.777,
40,6,9,11.678517,0,60.0,1364142,21.9878,0.0,1,11.678517,6,689.0434000000001,SAT,,29.285,
