1,2.0,0.167,2.0,1.0,0.125,1.0,1.0,0.01980396079215843,0.9545454545454546
2,1.0,0.10915147486253907,3.0,1.0,0.2916666666666667,3.0,4.0,0.8205422743168282,0.5909090909090909
3,1.0,0.7578460614262313,2.0,2.0,0.9583333333333334,4.0,4.0,0.43290890562962925,0.4090909090909091
4,2.0,0.4661216068608163,1.0,3.0,0.9583333333333334,5.0,3.0,0.6318499298153669,0.9545454545454546
5,1.0,0.31095234890498546,3.0,4.0,0.625,5.0,5.0,0.978549229036571,0.22727272727272727
6,1.0,0.6772607665137639,1.0,3.0,0.875,4.0,2.0,0.4063251962382257,0.5909090909090909
7,1.0,0.05608700966827507,2.0,1.0,0.375,5.0,2.0,0.3607395092881037,0.22727272727272727
8,1.0,0.1646123535415256,3.0,1.0,0.9583333333333334,4.0,1.0,0.6694103308926131,0.5
9,1.0,0.1847123806362937,2.0,4.0,0.7083333333333334,5.0,5.0,0.5742018326482153,0.8636363636363636
10,2.0,0.7566284227709216,1.0,2.0,0.4583333333333333,3.0,2.0,0.26980981621071287,0.9545454545454546
11,2.0,0.5425127936472984,2.0,1.0,0.2916666666666667,5.0,4.0,0.3962320518524739,0.6818181818181818
12,1.0,0.9803203865042319,3.0,2.0,0.5416666666666666,1.0,4.0,0.46280562974025885,0.7727272727272727
13,1.0,0.1751863168804224,1.0,3.0,0.7916666666666666,4.0,3.0,0.8753374633581786,0.13636363636363635
14,1.0,0.33797140408050763,3.0,2.0,0.9583333333333334,3.0,4.0,0.723468623679385,0.6818181818181818
15,1.0,0.46770059062073555,2.0,4.0,0.125,4.0,1.0,0.8441808974926115,0.6818181818181818
16,2.0,0.4988131315529536,3.0,2.0,0.9583333333333334,5.0,4.0,0.5558671437027084,0.045454545454545456
17,2.0,0.8968428259277723,3.0,3.0,0.041666666666666664,2.0,4.0,0.607023762746355,0.13636363636363635
