Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.937819,0,60.0,7132216,20.9698,0.0,1,10.937819,0,20.9698,SAT,,30.778,
2,1,1,10.564867,0,60.0,16300784,20.3241,0.0,1,10.564867,1,41.2939,SAT,,27.773,
3,2,1,10.630362,0,60.0,7132216,20.3443,0.0,1,10.630362,1,61.6382,SAT,,27.812,
4,2,1,10.598855,0,60.0,16300784,20.3901,0.0,1,10.598855,1,82.0283,SAT,,27.899,
5,2,1,10.31934,0,60.0,9885402,20.0547,0.0,1,10.31934,1,102.083,SAT,,27.358,
6,3,1,10.983066,0,60.0,7132216,20.9057,0.0,1,10.983066,1,122.9887,SAT,,28.342,
7,2,1,13.48309,0,60.0,8166739,24.3338,0.0,1,13.48309,2,147.3225,SAT,,39.85,
8,4,1,11.940249,0,60.0,8166739,22.5836,0.0,1,11.940249,2,169.90609999999998,SAT,,30.158,
9,2,1,12.410089,0,60.0,7323223,23.2183,0.0,1,12.410089,2,193.12439999999998,SAT,,30.799,
10,5,1,12.99292,0,60.0,7132216,24.0075,0.0,1,12.99292,2,217.13189999999997,SAT,,31.732,
