Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,11.926086,0,60.0,5440803,21.4727,0.0,1,11.926086,0,21.4727,SAT,,31.485,
2,1,1,11.43283,0,60.0,13782592,20.5521,0.0,1,11.43283,1,42.0248,SAT,,28.717,
3,2,1,11.138033,0,60.0,13782592,20.0942,0.0,1,11.138033,1,62.119,SAT,,27.136,
4,2,1,10.555391,0,60.0,5440803,19.3709,0.0,1,10.555391,1,81.4899,SAT,,26.405,
5,2,1,10.143437,0,60.0,15601281,19.0236,0.0,1,10.143437,1,100.51350000000001,SAT,,25.994,
6,3,1,9.340052,0,60.0,13782592,18.2662,0.0,1,9.340052,1,118.7797,SAT,,25.155,
7,3,1,8.943176,0,60.0,15601281,17.8666,0.0,1,8.943176,1,136.6463,SAT,,24.702,
8,3,1,9.015971,0,60.0,5440803,17.9356,0.0,1,9.015971,1,154.5819,SAT,,24.712,
9,3,1,9.073416,0,60.0,3418417,17.8278,0.0,1,9.073416,2,172.4097,SAT,,24.671,
10,4,1,9.286553,0,60.0,15601281,18.1238,0.0,1,9.286553,2,190.53349999999998,SAT,,25.0,
11,3,1,9.127948,0,60.0,6978268,18.1636,0.0,1,9.127948,2,208.69709999999998,SAT,,24.991,
12,5,1,9.494359,0,60.0,3418417,18.1866,0.0,1,9.494359,2,226.88369999999998,SAT,,24.994,
