Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-0.9,0,60.0,5440803,1.12476,0.0,1,-0.9,0,1.12476,SAT,,10.267,
2,1,1,-0.9666666666666667,0,60.0,13782592,1.00586,0.0,1,-0.9666666666666667,1,2.13062,SAT,,8.149,
3,2,1,-0.3333333333333333,0,60.0,13782592,0.965438,0.0,1,-0.3333333333333333,1,3.096058,SAT,,7.201,
4,1,1,-0.9333333333333333,0,60.0,15601281,0.957995,0.0,1,-0.9333333333333333,1,4.054053000000001,SAT,,7.241,
5,3,1,-0.9333333333333333,0,60.0,13782592,0.951251,0.0,1,-0.9333333333333333,1,5.005304000000001,SAT,,7.156,
6,3,1,-0.9333333333333333,0,60.0,15601281,0.880025,0.0,1,-0.9333333333333333,1,5.8853290000000005,SAT,,7.006,
7,3,1,-0.9,0,60.0,5440803,0.83072,0.0,1,-0.9,1,6.716049000000001,SAT,,6.987,
8,1,1,-0.9333333333333333,0,60.0,3418417,0.845724,0.0,1,-0.9333333333333333,2,7.5617730000000005,SAT,,6.996,
9,4,1,-0.2,0,60.0,15601281,0.855829,0.0,1,-0.2,2,8.417602,SAT,,7.002,
10,1,1,-1.0,0,60.0,6978268,0.842383,0.0,1,-1.0,2,9.259985,SAT,,6.982,
11,5,1,-0.23333333333333334,0,60.0,3418417,0.97573,0.0,1,-0.23333333333333334,2,10.235715,SAT,,7.037,
12,1,1,-0.9666666666666667,0,60.0,6079604,0.840269,0.0,1,-0.9666666666666667,3,11.075984,SAT,,7.152,
13,6,1,1.0E9,0,60.0,13782592,0.0,0.0,-1,1.0E9,3,11.075984,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,6.979,
14,1,1,-0.9,0,60.0,3676377,0.842476,0.0,1,-0.9,3,11.91846,SAT,,6.996,
15,7,1,1.0E9,0,60.0,3418417,0.0,0.0,-1,1.0E9,3,11.91846,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,6.968,
16,1,1,-0.9666666666666667,0,60.0,16037230,0.886675,0.0,1,-0.9666666666666667,4,12.805135,SAT,,7.682,
17,8,1,-0.23333333333333334,0,60.0,3418417,0.837064,0.0,1,-0.23333333333333334,4,13.642199,SAT,,6.979,
18,1,1,-0.9333333333333333,0,60.0,13139238,0.829945,0.0,1,-0.9333333333333333,4,14.472144,SAT,,6.95,
19,9,1,-0.3333333333333333,0,60.0,5440803,1.10908,0.0,1,-0.3333333333333333,4,15.581224,SAT,,7.256,
20,1,1,-1.0,0,60.0,10078563,0.857891,0.0,1,-1.0,5,16.439115,SAT,,7.15,
21,10,1,1.0E9,0,60.0,5440803,0.0,0.0,-1,1.0E9,5,16.439115,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,6.986,
22,1,1,-1.0,0,60.0,14919682,0.846356,0.0,1,-1.0,5,17.285471,SAT,,6.982,
