Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,8,10.523133,0,60.0,13811547,21.065,0.0,1,10.523133,0,21.065,SAT,,30.036,
2,1,5,9.970314,0,60.0,15588852,19.9748,0.0,1,9.970314,1,41.0398,SAT,,26.959,
3,2,8,10.511155,0,60.0,13811547,20.6794,0.0,1,10.511155,1,61.7192,SAT,,27.576,
4,2,5,9.897753999999999,0,60.0,15588852,19.8404,0.0,1,9.897753999999999,1,81.5596,SAT,,26.646,
5,2,3,4.891921,0,60.0,6725876,10.9321,0.0,1,4.891921,1,92.49170000000001,SAT,,17.451,
6,3,3,4.882216,0,60.0,6725876,10.9198,0.0,1,4.882216,1,103.4115,SAT,,17.446,
7,3,8,10.442882,0,60.0,13811547,20.6254,0.0,1,10.442882,1,124.0369,SAT,,27.439,
8,3,5,9.975704,0,60.0,15588852,19.9043,0.0,1,9.975704,1,143.9412,SAT,,26.754,
9,3,11,6.691287,0,60.0,11083126,14.0628,0.0,1,6.691287,2,158.00400000000002,SAT,,20.682,
10,4,3,4.928672,0,60.0,6725876,10.9988,0.0,1,4.928672,2,169.0028,SAT,,17.476,
11,3,1,9.494026,0,60.0,2858599,19.0391,0.0,1,9.494026,2,188.0419,SAT,,25.91,
12,5,1,9.4246,0,60.0,2858599,18.9104,0.0,1,9.4246,2,206.9523,SAT,,25.665,
13,5,8,10.60576,0,60.0,13811547,20.7006,0.0,1,10.60576,2,227.65290000000002,SAT,,27.563,
14,5,5,10.135803,0,60.0,15588852,20.0211,0.0,1,10.135803,2,247.674,SAT,,26.846,
15,3,10,8.980408,0,60.0,11009701,18.3356,0.0,1,8.980408,3,266.0096,SAT,,25.178,
16,6,10,8.993564,0,60.0,11009701,18.3388,0.0,1,8.993564,3,284.34839999999997,SAT,,25.183,
17,3,4,10.63872,0,60.0,10443112,21.0935,0.0,1,10.63872,3,305.4419,SAT,,27.986,
18,7,4,10.499902,0,60.0,10443112,20.9918,0.0,1,10.499902,3,326.4337,SAT,,27.88,
19,7,1,9.275443,0,60.0,2858599,18.8671,0.0,1,9.275443,3,345.3008,SAT,,25.653,
20,7,3,4.716896,0,60.0,6725876,10.8272,0.0,1,4.716896,3,356.128,SAT,,17.261,
21,7,5,9.906036,0,60.0,15588852,19.7984,0.0,1,9.906036,3,375.9264,SAT,,26.663,
22,7,10,8.72718,0,60.0,11009701,18.1018,0.0,1,8.72718,3,394.0282,SAT,,24.858,
23,7,11,6.464354,0,60.0,11083126,13.7116,0.0,1,6.464354,3,407.7398,SAT,,20.256,
24,7,8,10.231389,0,60.0,13811547,20.4044,0.0,1,10.231389,3,428.1442,SAT,,27.24,
25,7,9,10.924581,0,60.0,14100721,21.5473,0.0,1,10.924581,4,449.6915,SAT,,28.719,
26,8,11,6.59542,0,60.0,11083126,14.0151,0.0,1,6.59542,4,463.70660000000004,SAT,,20.673,
27,7,7,8.315859,0,60.0,275089,17.2142,0.0,1,8.315859,4,480.92080000000004,SAT,,23.989,
28,9,8,10.430095,0,60.0,13811547,20.5323,0.0,1,10.430095,4,501.45310000000006,SAT,,27.365,
29,7,2,4.848254,0,60.0,7097125,11.0217,0.0,1,4.848254,5,512.4748000000001,SAT,,17.82,
30,10,7,8.276263,0,60.0,275089,17.3802,0.0,1,8.276263,5,529.855,SAT,,24.136,
31,10,5,9.711618,0,60.0,15588852,19.727,0.0,1,9.711618,5,549.582,SAT,,26.544,
32,10,1,9.35356,0,60.0,2858599,19.0166,0.0,1,9.35356,5,568.5986,SAT,,27.923,
33,10,4,10.429003,0,60.0,10443112,20.9749,0.0,1,10.429003,5,589.5735000000001,SAT,,56.163,
34,10,10,8.953408,0,60.0,11009701,18.3908,0.0,1,8.953408,5,607.9643000000001,SAT,,25.182,
35,10,3,4.891272,0,60.0,6725876,10.9167,0.0,1,4.891272,5,618.8810000000001,SAT,,17.338,
36,10,8,10.330329,0,60.0,13811547,20.4495,0.0,1,10.330329,5,639.3305,SAT,,27.355,
37,7,6,8.534521,0,60.0,11839701,17.1832,0.0,1,8.534521,5,656.5137,SAT,,23.969,
38,11,8,10.585074,0,60.0,13811547,20.6608,0.0,1,10.585074,5,677.1745,SAT,,27.576,
39,7,12,10.507139,0,60.0,3094121,20.7889,0.0,1,10.507139,6,697.9634,SAT,,27.962,
40,12,12,10.489758,0,60.0,3094121,20.8332,0.0,1,10.489758,6,718.7966,SAT,,27.787,
41,12,8,10.392978,0,60.0,13811547,20.5185,0.0,1,10.392978,6,739.3151,SAT,,27.349,
42,12,6,8.659544,0,60.0,11839701,17.3177,0.0,1,8.659544,6,756.6328,SAT,,24.038,
43,7,1,9.281454,0,60.0,14065360,18.8639,0.0,1,9.281454,6,775.4966999999999,SAT,,25.668,
44,13,2,4.970182,0,60.0,7097125,11.1759,0.0,1,4.970182,6,786.6725999999999,SAT,,17.652,
