Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-0.9333333333333333,0,60.0,5219272,1.11589,0.0,1,-0.9333333333333333,0,1.11589,SAT,,9.624,
2,1,1,-0.9666666666666667,0,60.0,8623161,0.996278,0.0,1,-0.9666666666666667,1,2.112168,SAT,,7.771,
3,2,1,1.0E9,0,60.0,5219272,0.0,0.0,-1,1.0E9,1,2.112168,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.32,
4,1,1,-0.9333333333333333,0,60.0,2568839,0.959,0.0,1,-0.9333333333333333,1,3.071168,SAT,,7.151,
5,3,1,1.0E9,0,60.0,5219272,0.0,0.0,-1,1.0E9,1,3.071168,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.23,
6,1,1,-0.9666666666666667,0,60.0,3757387,0.971531,0.0,1,-0.9666666666666667,2,4.042699,SAT,,7.266,
7,4,1,-0.16666666666666666,0,60.0,3757387,1.08245,0.0,1,-0.16666666666666666,2,5.1251489999999995,SAT,,7.28,
8,1,1,-0.9,0,60.0,9408704,0.974051,0.0,1,-0.9,2,6.0992,SAT,,7.257,
9,5,1,-0.23333333333333334,0,60.0,2568839,1.246,0.0,1,-0.23333333333333334,2,7.3452,SAT,,7.438,
10,1,1,-0.9333333333333333,0,60.0,10006333,0.957541,0.0,1,-0.9333333333333333,3,8.302741000000001,SAT,,7.153,
11,6,1,1.0E9,0,60.0,8623161,0.0,0.0,-1,1.0E9,3,8.302741000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.253,
12,1,1,-0.9666666666666667,0,60.0,11110876,0.955322,0.0,1,-0.9666666666666667,3,9.258063000000002,SAT,,7.173,
13,7,1,1.0E9,0,60.0,8623161,0.0,0.0,-1,1.0E9,3,9.258063000000002,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.258,
14,1,1,-1.0,0,60.0,3209613,0.952937,0.0,1,-1.0,4,10.211000000000002,SAT,,7.291,
15,8,1,-0.8666666666666667,0,60.0,2568839,0.948773,0.0,1,-0.8666666666666667,4,11.159773000000001,SAT,,7.169,
16,1,1,-0.8666666666666667,0,60.0,11748071,0.961084,0.0,1,-0.8666666666666667,4,12.120857,SAT,,7.169,
17,9,1,1.0E9,0,60.0,3209613,0.0,0.0,-1,1.0E9,4,12.120857,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.263,
18,1,1,-0.9666666666666667,0,60.0,11410963,0.956567,0.0,1,-0.9666666666666667,5,13.077424,SAT,,7.399,
19,10,1,-0.9,0,60.0,9408704,0.956045,0.0,1,-0.9,5,14.033469,SAT,,7.152,
20,1,1,-0.9,0,60.0,10856946,0.953548,0.0,1,-0.9,5,14.987017,SAT,,7.154,
21,11,1,1.0E9,0,60.0,3757387,0.0,0.0,-1,1.0E9,5,14.987017,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.303,
