Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-0.9333333333333333,0,60.0,15143142,1.12987,0.0,1,-0.9333333333333333,0,1.12987,SAT,,10.085,
2,1,1,-0.8666666666666667,0,60.0,7684822,1.12687,0.0,1,-0.8666666666666667,1,2.2567399999999997,SAT,,10.083,
3,2,1,1.0E9,0,60.0,15143142,0.0,0.0,-1,1.0E9,1,2.2567399999999997,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.317,
4,1,1,-0.9666666666666667,0,60.0,4630441,0.993153,0.0,1,-0.9666666666666667,1,3.2498929999999997,SAT,,7.359,
5,3,1,1.0E9,0,60.0,4630441,0.0,0.0,-1,1.0E9,1,3.2498929999999997,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.284,
6,1,1,-0.9666666666666667,0,60.0,9269544,0.996899,0.0,1,-0.9666666666666667,2,4.246791999999999,SAT,,7.246,
7,4,1,1.0E9,0,60.0,9269544,0.0,0.0,-1,1.0E9,2,4.246791999999999,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.168,
8,1,1,-0.8666666666666667,0,60.0,4711839,0.904772,0.0,1,-0.8666666666666667,2,5.151564,SAT,,7.105,
9,5,1,-0.3,0,60.0,4630441,1.08675,0.0,1,-0.3,2,6.238314,SAT,,7.287,
10,1,1,-0.9,0,60.0,13064023,0.946472,0.0,1,-0.9,3,7.184786,SAT,,7.497,
11,6,1,1.0E9,0,60.0,15143142,0.0,0.0,-1,1.0E9,3,7.184786,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.168,
12,1,1,-0.8666666666666667,0,60.0,16086806,0.898397,0.0,1,-0.8666666666666667,3,8.083183,SAT,,7.067,
13,7,1,1.0E9,0,60.0,15143142,0.0,0.0,-1,1.0E9,3,8.083183,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.026,
14,1,1,-0.9666666666666667,0,60.0,4757006,0.888496,0.0,1,-0.9666666666666667,4,8.971679,SAT,,7.135,
15,8,1,-0.9,0,60.0,13064023,0.894444,0.0,1,-0.9,4,9.866123,SAT,,7.062,
16,1,1,-0.9,0,60.0,10634395,0.877552,0.0,1,-0.9,4,10.743675,SAT,,7.047,
17,9,1,1.0E9,0,60.0,13064023,0.0,0.0,-1,1.0E9,4,10.743675,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.048,
18,1,1,-0.9333333333333333,0,60.0,9278017,0.921138,0.0,1,-0.9333333333333333,5,11.664812999999999,SAT,,7.214,
19,10,1,-1.0,0,60.0,4757006,0.910495,0.0,1,-1.0,5,12.575308,SAT,,7.047,
20,10,1,-0.9333333333333333,0,60.0,15143142,0.895165,0.0,1,-0.9333333333333333,5,13.470473,SAT,,7.04,
21,10,1,-0.9333333333333333,0,60.0,7684822,0.917591,0.0,1,-0.9333333333333333,5,14.388064,SAT,,7.028,
22,10,1,-0.9333333333333333,0,60.0,10634395,0.900457,0.0,1,-0.9333333333333333,5,15.288521,SAT,,7.031,
23,10,1,-0.9333333333333333,0,60.0,9278017,0.923826,0.0,1,-0.9333333333333333,5,16.212347,SAT,,7.125,
24,10,1,-0.9666666666666667,0,60.0,9269544,0.916379,0.0,1,-0.9666666666666667,5,17.128726,SAT,,7.107,
