,Station,Start,End,Elevations,Key Volume
20,Station4,2025-02-12T13:40:00Z,2025-02-12T13:43:30Z,"(np.float64(20.020257548496847), np.float64(20.580799020141882), np.float64(21.105873311050285), np.float64(21.590340659933922), np.float64(22.02905498094708), np.float64(22.417000679269293), np.float64(22.749444695831283), np.float64(23.022096550536855), np.float64(23.231267075337737), np.float64(23.374015149559703), np.float64(23.448271426137723), np.float64(23.45292899871324), np.float64(23.38789322926901), np.float64(23.25408631404055), np.float64(23.053406168105532), np.float64(22.788643274639792), np.float64(22.46336267734979), np.float64(22.081760813192393), np.float64(21.648508117384235), np.float64(21.168588257858236), np.float64(20.64714366555341), np.float64(20.0893350571719))",104794.57601686138
21,Station4,2025-02-12T20:15:10Z,2025-02-12T20:17:20Z,"(np.float64(20.27874292857809), np.float64(20.604095962172572), np.float64(20.87890930790701), np.float64(21.09999686966481), np.float64(21.264699782100045), np.float64(21.37098342842336), np.float64(21.41751497862022), np.float64(21.403715668216062), np.float64(21.329783760072875), np.float64(21.19668637116978), np.float64(21.00612082327045), np.float64(20.7604485663348), np.float64(20.46260671807246), np.float64(20.11600363019958))",58474.913786455625
22,Station4,2025-02-12T21:52:30Z,2025-02-12T22:00:10Z,"(np.float64(20.96886996660864), np.float64(22.332947646899584), np.float64(23.771414081692342), np.float64(25.291184869030083), np.float64(26.899831028620277), np.float64(28.605595897576716), np.float64(30.417384825037264), np.float64(32.344711362044706), np.float64(34.397576242988464), np.float64(36.58624504086098), np.float64(38.92087579111033), np.float64(41.41092742887378), np.float64(44.064250894307385), np.float64(46.885722477734134), np.float64(49.87521399860476), np.float64(53.02458697522637), np.float64(56.313206396497584), np.float64(59.70111267542435), np.float64(63.11834536367864), np.float64(66.44798657552653), np.float64(69.50050754896893), np.float64(71.98471467791632), np.float64(73.51483667133557), np.float64(73.74508311004712), np.float64(72.61469404763238), np.float64(70.402505865265), np.float64(67.50486821545596), np.float64(64.24860477433239), np.float64(60.85334601221328), np.float64(57.4560945696137), np.float64(54.139535716911254), np.float64(50.951705095547815), np.float64(47.91841754142597), np.float64(45.051143604036994), np.float64(42.352132934691554), np.float64(39.81782356013961), np.float64(37.44113726545555), np.float64(35.21302575426754), np.float64(33.12350255254711), np.float64(31.162319178207717), np.float64(29.319395518261743), np.float64(27.585081604014327), np.float64(25.95030509702571), np.float64(24.406642556155806), np.float64(22.946340980863404), np.float64(21.56230789914197), np.float64(20.248082456380416))",899563.7168446892
23,Station4,2025-02-12T23:35:20Z,2025-02-12T23:40:00Z,"(np.float64(20.377408607321478), np.float64(21.120661087163533), np.float64(21.845497707002288), np.float64(22.54650618961682), np.float64(23.217783200834354), np.float64(23.85300588072462), np.float64(24.445539030082877), np.float64(24.98858007188341), np.float64(25.475340876277247), np.float64(25.899261609580034), np.float64(26.254247282678836), np.float64(26.534913227026912), np.float64(26.736822109662473), np.float64(26.856693163078514), np.float64(26.892564750015914), np.float64(26.84389452469589), np.float64(26.711587065594625), np.float64(26.497946150360182), np.float64(26.206556619575082), np.float64(25.842107709621995), np.float64(25.410174715209113), np.float64(24.916978229828437), np.float64(24.369139943517258), np.float64(23.77345149712143), np.float64(23.136668964451175), np.float64(22.465341011057475), np.float64(21.765674408057837), np.float64(21.04343688444724), np.float64(20.30389455406233))",171284.7372710505
24,Station5,2025-02-12T10:18:40Z,2025-02-12T10:21:30Z,"(np.float64(20.46780562249861), np.float64(20.902349608662696), np.float64(21.294312298707485), np.float64(21.63954655006465), np.float64(21.934174487122263), np.float64(22.174709441104405), np.float64(22.35817480626581), np.float64(22.482212353906238), np.float64(22.545172521738266), np.float64(22.5461799824161), np.float64(22.485169380863123), np.float64(22.36288836569839), np.float64(22.180867655940098), np.float64(21.941360535478697), np.float64(21.6472565029013), np.float64(21.30197553392016), np.float64(20.909350361704817), np.float64(20.473504308996702))",82089.80074067836
25,Station5,2025-02-12T11:57:50Z,2025-02-12T12:05:30Z,"(np.float64(21.26292034026727), np.float64(22.643675844409834), np.float64(24.102218638532037), np.float64(25.646230627713873), np.float64(27.284247376388656), np.float64(29.025732599043195), np.float64(30.881144005687297), np.float64(32.86198083268402), np.float64(34.98079870282821), np.float64(37.25117112276806), np.float64(39.68756868676664), np.float64(42.305116895540905), np.float64(45.119181925939216), np.float64(48.14472212136354), np.float64(51.39533406562565), np.float64(54.88191932582883), np.float64(58.61090240171182), np.float64(62.58192862338446), np.float64(66.78489146158148), np.float64(71.19568157762929), np.float64(75.76781818654644), np.float64(80.40444628290388), np.float64(84.78469413754739), np.float64(86.67017436215849), np.float64(83.32337057775455), np.float64(78.77222769789479), np.float64(74.13412516324242), np.float64(69.60256732439841), np.float64(65.25084947351979), np.float64(61.11658096842323), np.float64(57.21877981254003), np.float64(53.56410291022156), np.float64(50.15050272847259), np.float64(46.96993960247478), np.float64(44.01050480568071), np.float64(41.25805329994892), np.float64(38.69741068660972), np.float64(36.31322439322592), np.float64(34.09053243925217), np.float64(32.01511841971255), np.float64(30.073711398661885), np.float64(28.25407767481274), np.float64(26.545040171616897), np.float64(24.936451625740794), np.float64(23.41914011790239), np.float64(21.984839697694145), np.float64(20.62611460979736))",961804.9579779502
26,Station5,2025-02-12T13:40:00Z,2025-02-12T13:43:40Z,"(np.float64(20.462038501561835), np.float64(21.074766100314317), np.float64(21.65425402986425), np.float64(22.194905744342016), np.float64(22.691003514375982), np.float64(23.136850184967116), np.float64(23.52693432858409), np.float64(23.856112143446794), np.float64(24.1197964367737), np.float64(24.314140547363575), np.float64(24.43620363048985), np.float64(24.484083798136112), np.float64(24.45700741375579), np.float64(24.355366306761372), np.float64(24.180699379932413), np.float64(23.935620340623025), np.float64(23.62369827478497), np.float64(23.249301744228394), np.float64(22.817419497245094), np.float64(22.333471542736447), np.float64(21.803123384209908), np.float64(21.23211402940116), np.float64(20.62610550019451))",118912.23805201128
27,Station5,2025-02-12T20:15:40Z,2025-02-12T20:17:00Z,"(np.float64(20.1246691255732), np.float64(20.311888384600387), np.float64(20.445185649633643), np.float64(20.522989919709154), np.float64(20.54437694402784), np.float64(20.509103922037937), np.float64(20.417618581647353), np.float64(20.271041952565017), np.float64(20.071126143365873))",35205.442972107456
28,Station5,2025-02-12T21:52:30Z,2025-02-12T22:00:10Z,"(np.float64(20.367591954456575), np.float64(21.6918617998599), np.float64(23.085880143363635), np.float64(24.55588504243005), np.float64(26.10865737706984), np.float64(27.751518605698926), np.float64(29.49229867600723), np.float64(31.339257848441314), np.float64(33.30093908531248), np.float64(35.38591772904816), np.float64(37.60240139992805), np.float64(39.957613955902616), np.float64(42.45687092746957), np.float64(45.102216963291376), np.float64(47.89044348501602), np.float64(50.81022880385521), np.float64(53.83803178537385), np.float64(56.932216652758996), np.float64(60.02473394164795), np.float64(63.00980628983495), np.float64(65.73052985144611), np.float64(67.96997647427528), np.float64(69.46671343886672), np.float64(69.9847289532659), np.float64(69.42796786952177), np.float64(67.90090159547032), np.float64(65.64315441645425), np.float64(62.91531441637998), np.float64(59.9317020259561), np.float64(56.84658069542811), np.float64(53.763604434615694), np.float64(50.74925032128326), np.float64(47.84403322321987), np.float64(45.07071715606546), np.float64(42.440101674555265), np.float64(39.955059333738284), np.float64(37.61334308032918), np.float64(35.4095290332408), np.float64(33.33634960926645), np.float64(31.385596542175765), np.float64(29.54872142193524), np.float64(27.817224851289804), np.float64(26.182899193853302), np.float64(24.637971063679323), np.float64(23.175176134623452), np.float64(21.787789097419566), np.float64(20.469624627110214))",866197.8036996267
29,Station5,2025-02-12T23:35:10Z,2025-02-12T23:40:10Z,"(np.float64(20.517683129217772), np.float64(21.32795972524803), np.float64(22.1264720402397), np.float64(22.907899032377024), np.float64(23.666261791104024), np.float64(24.39495599427562), np.float64(25.08682257929287), np.float64(25.734263194992867), np.float64(26.329404737781417), np.float64(26.864313531806342), np.float64(27.331254527381457), np.float64(27.722984648411394), np.float64(28.033062915524845), np.float64(28.256154369238264), np.float64(28.38830144900499), np.float64(28.427136519075702), np.float64(28.37201328495257), np.float64(28.22404267147093), np.float64(27.98602916274713), np.float64(27.6623147727812), np.float64(27.258547657381683), np.float64(26.7813991902678), np.float64(26.23825619685569), np.float64(25.636913994570858), np.float64(24.98529174323316), np.float64(24.291185618886306), np.float64(23.562068800548133), np.float64(22.804941270053256), np.float64(22.026227643583415), np.float64(21.231717954637816), np.float64(20.426544446705673))",199589.70577695602
30,Station6,2025-02-12T10:19:50Z,2025-02-12T10:20:20Z,"(np.float64(20.094808350354295), np.float64(20.139540344818833), np.float64(20.13235861516404), np.float64(20.073301060405523))",15209.023552748267
