,Station,Start,End,Elevations,Key Volume
46,Station9,2025-02-12T10:19:00Z,2025-02-12T10:21:50Z,"(np.float64(20.44161960772814), np.float64(20.86299005651123), np.float64(21.24111905505717), np.float64(21.571975519822203), np.float64(21.851822798946053), np.float64(22.077337809719673), np.float64(22.245725413676638), np.float64(22.35482071787615), np.float64(22.403172153098506), np.float64(22.390099131002103), np.float64(22.31571978117543), np.float64(22.18094654216106), np.float64(21.98744994714553), np.float64(21.737593467690626), np.float64(21.434344427537383), np.float64(21.081167516642104), np.float64(20.68190818214791), np.float64(20.24067313896321))",80882.93582178545
47,Station9,2025-02-12T11:58:00Z,2025-02-12T12:05:50Z,"(np.float64(20.426075555718672), np.float64(21.76059864870996), np.float64(23.16827440014733), np.float64(24.656236519509726), np.float64(26.232409920645022), np.float64(27.90558285657398), np.float64(29.68547317101126), np.float64(31.582780657261594), np.float64(33.609213434351965), np.float64(35.77747058560795), np.float64(38.10115564376202), np.float64(40.594585474640795), np.float64(43.27244648350341), np.float64(46.14923488686726), np.float64(49.23840027078023), np.float64(52.55109110730389), np.float64(56.094371424155945), np.float64(59.86871370763269), np.float64(63.86438077306965), np.float64(68.05565735390527), np.float64(72.38951954558696), np.float64(76.7556553023559), np.float64(80.87813317329538), np.float64(83.84976214618528), np.float64(83.55734861572984), np.float64(80.29868073893643), np.float64(76.10235943885114), np.float64(71.72221146443788), np.float64(67.39520949364712), np.float64(63.220068931413444), np.float64(59.245083001060706), np.float64(55.493502439464606), np.float64(51.97358787381496), np.float64(48.683934705896526), np.float64(45.61689498156709), np.float64(42.760974371556465), np.float64(40.10254257732336), np.float64(37.627035635103034), np.float64(35.319774296183525), np.float64(33.16649623080839), np.float64(31.153680319251375), np.float64(29.26872430119039), np.float64(27.500022267711564), np.float64(25.83697619558571), np.float64(24.26996598912322), np.float64(22.790295080654424), np.float64(21.39012317088012), np.float64(20.062393758683847))",959530.104846709
48,Station9,2025-02-12T13:40:30Z,2025-02-12T13:43:40Z,"(np.float64(20.19267565531578), np.float64(20.695377746032392), np.float64(21.15765754619374), np.float64(21.57467513777654), np.float64(21.941746124229667), np.float64(22.25448316748659), np.float64(22.508942924076756), np.float64(22.701769783674425), np.float64(22.830326786114718), np.float64(22.89280402550118), np.float64(22.888295906974562), np.float64(22.8168407852956), np.float64(22.679419563119012), np.float64(22.477913361282486), np.float64(22.215023892209267), np.float64(21.894163173402106), np.float64(21.51932131942987), np.float64(21.094922138541328), np.float64(20.625676127841547), np.float64(20.11643938249506))",92197.62199186406
49,Station9,2025-02-12T21:52:20Z,2025-02-12T21:59:50Z,"(np.float64(20.931201086985553), np.float64(22.27768086629151), np.float64(23.694974409569603), np.float64(25.189189748959556), np.float64(26.76688715477558), np.float64(28.435040312387937), np.float64(30.2009541764409), np.float64(32.07211851268837), np.float64(34.05596749729672), np.float64(36.15950389688384), np.float64(38.38873026188427), np.float64(40.747807929611255), np.float64(43.23783584412853), np.float64(45.855103393411525), np.float64(48.58862306129807), np.float64(51.41669100396702), np.float64(54.302171043981666), np.float64(57.18621142207009), np.float64(59.98039056130505), np.float64(62.55842245884205), np.float64(64.75171768391796), np.float64(66.35919603488189), np.float64(67.18614139751492), np.float64(67.1124587945645), np.float64(66.15022946495235), np.float64(64.4374301941995), np.float64(62.174204096977334), np.float64(59.55793631711472), np.float64(56.75010852698023), np.float64(53.86995433474118), np.float64(51.00012576830527), np.float64(48.19512735524055), np.float64(45.48895605285262), np.float64(42.90111299959751), np.float64(40.441080687638355), np.float64(38.11157297931173), np.float64(35.9108582484546), np.float64(33.834399045961696), np.float64(31.8759943371047), np.float64(30.028563283541846), np.float64(28.28467311125828), np.float64(26.636886018978082), np.float64(25.077979443384844), np.float64(23.601078711638205), np.float64(22.199729896040676), np.float64(20.86793253173533))",834927.6627321346
50,Station9,2025-02-12T23:34:50Z,2025-02-12T23:39:50Z,"(np.float64(20.31031540081682), np.float64(21.12312755375297), np.float64(21.925412051384452), np.float64(22.712009480964173), np.float64(23.477098444071025), np.float64(24.214219593424293), np.float64(24.916336117074223), np.float64(25.575937613068675), np.float64(26.185192376099536), np.float64(26.73614974268043), np.float64(27.220989281368798), np.float64(27.632307557895082), np.float64(27.963426648852707), np.float64(28.20870260783505), np.float64(28.363808027457935), np.float64(28.425961940688346), np.float64(28.394083355113683), np.float64(28.26885170204261), np.float64(28.052667452391987), np.float64(27.74951736679621), np.float64(27.36475923081676), np.float64(26.904848629699426), np.float64(26.377034203029798), np.float64(25.789047686443627), np.float64(25.148811545619118), np.float64(24.46418132612812), np.float64(23.742733317233622), np.float64(22.99160190966951), np.float64(22.21736589583168), np.float64(21.425979283604836), np.float64(20.622739993814154))",199542.04774122676
51,Station10,2025-02-12T10:19:20Z,2025-02-12T10:21:20Z,"(np.float64(20.100807926133346), np.float64(20.40099133557646), np.float64(20.653809435841367), np.float64(20.85646428320596), np.float64(21.006621509860693), np.float64(21.102490396009767), np.float64(21.1428880129955), np.float64(21.127282956763867), np.float64(21.055815489802754), np.float64(20.92929258768814), np.float64(20.749158248858063), np.float64(20.517441245566193), np.float64(20.23668404915642))",53211.26445437095
52,Station10,2025-02-12T11:58:00Z,2025-02-12T12:05:50Z,"(np.float64(20.120619665308904), np.float64(21.4396456568424), np.float64(22.8304980044278), np.float64(24.300199196403817), np.float64(25.856563965254274), np.float64(27.508277683595693), np.float64(29.264972275338014), np.float64(31.137293158327164), np.float64(33.13694729760578), np.float64(35.27671769203876), np.float64(37.57042324655448), np.float64(40.03279482046638), np.float64(42.67922843903062), np.float64(45.52536605754841), np.float64(48.586444979919285), np.float64(51.87635309714677), np.float64(55.40633496746414), np.float64(59.18332147194048), np.float64(63.20790852091949), np.float64(67.47207521071215), np.float64(71.95672542962285), np.float64(76.62864883902975), np.float64(81.43272717017929), np.float64(86.2265576001927), np.float64(87.94532445481937), np.float64(83.37534927083067), np.float64(78.54031397672638), np.float64(73.79949937353084), np.float64(69.22553939472127), np.float64(64.85935190638816), np.float64(60.72577986752927), np.float64(56.837445388617084), np.float64(53.19729819869001), np.float64(49.800965528088106), np.float64(46.638899701922796), np.float64(43.69821074087762), np.float64(40.9641270314833), np.float64(38.42109018414009), np.float64(36.05352934835603), np.float64(33.846376128656686), np.float64(31.785381702493645), np.float64(29.85729023314385), np.float64(28.049912310456573), np.float64(26.352131834509613), np.float64(24.75387081431353), np.float64(23.246029392300382), np.float64(21.820412960448866), np.float64(20.469654245429478))",967494.7641637537
53,Station10,2025-02-12T13:40:20Z,2025-02-12T13:44:00Z,"(np.float64(20.132835465948006), np.float64(20.723529605655077), np.float64(21.280646997022924), np.float64(21.798845092870792), np.float64(22.27270075841755), np.float64(22.696846442113582), np.float64(23.066126308687014), np.float64(23.375765739535275), np.float64(23.621545024306954), np.float64(23.799966044871432), np.float64(23.908399734235875), np.float64(23.94520243285977), np.float64(23.90979111861883), np.float64(23.802670738427935), np.float64(23.625411119793252), np.float64(23.380575573142206), np.float64(23.071607609741914), np.float64(22.70268556418411), np.float64(22.27855690214931), np.float64(21.80436446929532), np.float64(21.285476029350544), np.float64(20.727326488137457), np.float64(20.13527964804495))",113325.20080434233
54,Station10,2025-02-12T21:52:20Z,2025-02-12T21:59:50Z,"(np.float64(20.236531027442275), np.float64(21.535981771391747), np.float64(22.900793562773938), np.float64(24.336299171580055), np.float64(25.848163925974347), np.float64(27.442330704345988), np.float64(29.124921601136965), np.float64(30.902076940493977), np.float64(32.77970489310597), np.float64(34.76310506858297), np.float64(36.85641653876631), np.float64(39.06182431546427), np.float64(41.37843824279836), np.float64(43.800735468291215), np.float64(46.316435596285714), np.float64(48.90366612276331), np.float64(51.52730023918789), np.float64(54.13447192302641), np.float64(56.64963549095951), np.float64(58.970409178460194), np.float64(60.96716067894244), np.float64(62.49164680406866), np.float64(63.400577262170096), np.float64(63.593246015969505), np.float64(63.047052856460006), np.float64(61.826530001184196), np.float64(60.05862647111137), np.float64(57.89310604256019), np.float64(55.470892015929714), np.float64(52.90843335602589), np.float64(50.294354735509074), np.float64(47.6922601456057), np.float64(45.14553608186521), np.float64(42.68216211410151), np.float64(40.318807865637176), np.float64(38.064074267406895), np.float64(35.920955859992986), np.float64(33.88866298762689), np.float64(31.963943963725285), np.float64(30.142028170959975), np.float64(28.417287612005673), np.float64(26.783692582717542), np.float64(25.235118759991554), np.float64(23.765548322740518), np.float64(22.36919637970356), np.float64(21.04058540019596))",793604.4285989935
55,Station10,2025-02-12T23:34:40Z,2025-02-12T23:40:00Z,"(np.float64(20.34119008815098), np.float64(21.21614908901882), np.float64(22.087915872994078), np.float64(22.95171107709093), np.float64(23.801965815177187), np.float64(24.632297224095634), np.float64(25.435516463302207), np.float64(26.203679849219622), np.float64(26.92819357826213), np.float64(27.599980665922043), np.float64(28.20971483129142), np.float64(28.74811985372755), np.float64(29.20632463558866), np.float64(29.5762546762479), np.float64(29.85103144012101), np.float64(30.02534423859292), np.float64(30.09575683989181), np.float64(30.06091454795588), np.float64(29.92162716484703), np.float64(29.680817701135233), np.float64(29.34334319497544), np.float64(28.915709201323693), np.float64(28.405710466242915), np.float64(27.822035283909408), np.float64(27.173869906326324), np.float64(26.470533373633874), np.float64(25.721164272677346), np.float64(24.934471325913353), np.float64(24.118551046819192), np.float64(23.280768983737445), np.float64(22.427696660308072), np.float64(21.565094055233732), np.float64(20.697926914959933))",231223.3600124123
56,Station11,2025-02-12T10:18:40Z,2025-02-12T10:22:40Z,"(np.float64(20.430715581371018), np.float64(21.067553739141935), np.float64(21.676536544938934), np.float64(22.252353629122144), np.float64(22.789466704093545), np.float64(23.28222235571902), np.float64(23.724990929191538), np.float64(24.112327977081875), np.float64(24.439151825025778), np.float64(24.700927934354482), np.float64(24.893848366914604), np.float64(25.01499328400681), np.float64(25.062461462917476), np.float64(25.035458515715685), np.float64(24.934334778834558), np.float64(24.7605693219008), np.float64(24.516701550715936), np.float64(24.206216679915418), np.float64(23.833395203549294), np.float64(23.40313888652858), np.float64(22.92078653273653), np.float64(22.391931966475052), np.float64(21.822254647409306), np.float64(21.21737060744395), np.float64(20.582708443558413))",133701.63203308213
57,Station11,2025-02-12T11:58:10Z,2025-02-12T12:05:50Z,"(np.float64(20.099000122272958), np.float64(21.404521383006077), np.float64(22.778929463831957), np.float64(24.228562851818), np.float64(25.76037345044285), np.float64(27.38195289211016), np.float64(29.10153964850651), np.float64(30.927994566857986), np.float64(32.87072671229693), np.float64(34.9395432600344), np.float64(37.14438573136079), np.float64(39.494898803520584), np.float64(41.99975532160558), np.float64(44.66562890532726), np.float64(47.4956581384561), np.float64(50.48717294471066), np.float64(53.6283324165667), np.float64(56.89311070739461), np.float64(60.233689951405864), np.float64(63.568712814483426), np.float64(66.76528926521432), np.float64(69.61429616262022), np.float64(71.81082717495192), np.float64(72.98875619696678), np.float64(72.87956837868352), np.float64(71.50968906412594), np.float64(69.17802115663946), np.float64(66.24770089349704), np.float64(63.00837343588138), np.float64(59.65546540560515), np.float64(56.31243637853434), np.float64(53.05457718874861), np.float64(49.92583215658099), np.float64(46.94973642155227), np.float64(44.13652316264184), np.float64(41.48783069916926), np.float64(38.99987067048777), np.float64(36.66557505488717), np.float64(34.476047276845065), np.float64(32.4215320823387), np.float64(30.49205122453821), np.float64(28.677807804383676), np.float64(26.969431784134514), np.float64(25.35811780154971), np.float64(23.83569115487904), np.float64(22.394626933034885), np.float64(21.028039515510923))",893357.5481900251
58,Station11,2025-02-12T21:51:50Z,2025-02-12T21:59:30Z,"(np.float64(20.19331457786945), np.float64(21.51441323508976), np.float64(22.90564682485686), np.float64(24.373445821866405), np.float64(25.92484788809996), np.float64(27.567516561807476), np.float64(29.30973704089108), np.float64(31.160375143489674), np.float64(33.12877918259116), np.float64(35.22459554547923), np.float64(37.45745622730899), np.float64(39.83647903045708), np.float64(42.36949652597689), np.float64(45.06189479659194), np.float64(47.91489137528835), np.float64(50.92300193385657), np.float64(54.070314162938935), np.float64(57.32496314060347), np.float64(60.630829227332555), np.float64(63.89498028436646), np.float64(66.96936096717404), np.float64(69.6287485415587), np.float64(71.56312015117376), np.float64(72.43686191280986), np.float64(72.05510496668687), np.float64(70.50825388546217), np.float64(68.10088876815384), np.float64(65.16640759278967), np.float64(61.96460254205431), np.float64(58.67116978622305), np.float64(55.3979526935098), np.float64(52.21350288120291), np.float64(49.157817442970895), np.float64(46.25212860118797), np.float64(43.50537883145017), np.float64(40.91855907573697), np.float64(38.487646735169214), np.float64(36.20560171186895), np.float64(34.06371591579472), np.float64(32.05251441287763), np.float64(30.162345068870952), np.float64(28.383752693431845), np.float64(26.707705393099264), np.float64(25.12572082299494), np.float64(23.629925752102135), np.float64(22.21307217889119), np.float64(20.868526008847276))",888098.6676689532
59,Station11,2025-02-12T23:35:00Z,2025-02-12T23:39:10Z,"(np.float64(20.378231431875477), np.float64(21.035474841642607), np.float64(21.665870873833825), np.float64(22.264036200265497), np.float64(22.82432771497098), np.float64(23.34095362033187), np.float64(23.808112274644834), np.float64(24.220155683126134), np.float64(24.571771468259247), np.float64(24.858174063997467), np.float64(25.07529322149635), np.float64(25.219946230788107), np.float64(25.2899800300467), np.float64(25.28437087906424), np.float64(25.20327250022873), np.float64(25.04800817554708), np.float64(24.821007571906584), np.float64(24.525694227621763), np.float64(24.16633387982114), np.float64(23.747856559744598), np.float64(23.275666370379902), np.float64(22.75545216845538), np.float64(22.193010356426342), np.float64(21.594088158351916), np.float64(20.96425263685257), np.float64(20.308787755561966))",140194.4849049961
60,Station12,2025-02-12T10:18:50Z,2025-02-12T10:22:30Z,"(np.float64(20.002289210917958), np.float64(20.56218780018205), np.float64(21.089780402205697), np.float64(21.580241000203173), np.float64(22.028691835786578), np.float64(22.4303207524419), np.float64(22.78051423800602), np.float64(23.07500073026979), np.float64(23.309996803407525), np.float64(23.482347345212514), np.float64(23.58965008295763), np.float64(23.630355070661146), np.float64(23.603831124942378), np.float64(23.51039361493695), np.float64(23.3512912016294), np.float64(23.12865265332746), np.float64(22.845398236493487), np.float64(22.505122926614206), np.float64(22.111960463760536), np.float64(21.67043794151804), np.float64(21.185330212592582), np.float64(20.661522127504465), np.float64(20.10388479566239))",110786.34891855562
61,Station12,2025-02-12T11:58:20Z,2025-02-12T12:06:00Z,"(np.float64(21.164144316222078), np.float64(22.532642466415986), np.float64(23.976742826214927), np.float64(25.503656737430305), np.float64(27.121330120385906), np.float64(28.838483528441394), np.float64(30.664632324499586), np.float64(32.61007315362605), np.float64(34.68581638846854), np.float64(36.903435088903066), np.float64(39.27478827891515), np.float64(41.81155863773859), np.float64(44.524519884508315), np.float64(47.42241324337981), np.float64(50.51025685207307), np.float64(53.78681638511188), np.float64(57.24077867444934), np.float64(60.84476590837783), np.float64(64.54539837574859), np.float64(68.24548288344496), np.float64(71.77014433101381), np.float64(74.80548257806268), np.float64(76.83190663156451), np.float64(77.24792102979131), np.float64(75.89053693714642), np.float64(73.23399912375211), np.float64(69.87557901509831), np.float64(66.21878778554755), np.float64(62.492961906871066), np.float64(58.82561260101584), np.float64(55.287624046273336), np.float64(51.91701359426254), np.float64(48.73176935344461), np.float64(45.73733295500042), np.float64(42.9312781439176), np.float64(40.306372622170045), np.float64(37.852623476766944), np.float64(35.55864525122108), np.float64(33.41256293275672), np.float64(31.40259260311299), np.float64(29.517399439095435), np.float64(27.74630363221575), np.float64(26.079384171204044), np.float64(24.507515573018452), np.float64(23.022361939886522), np.float64(21.61634505704146), np.float64(20.28259781667052))",923789.1794964956
62,Station12,2025-02-12T13:41:40Z,2025-02-12T13:42:50Z,"(np.float64(20.170522676210865), np.float64(20.31627287604221), np.float64(20.407311541601153), np.float64(20.442528291925445), np.float64(20.421477409279568), np.float64(20.344394910729097), np.float64(20.2121897894287), np.float64(20.026410080398197))",31062.850430037775
63,Station12,2025-02-12T21:52:00Z,2025-02-12T21:59:30Z,"(np.float64(20.861969396852608), np.float64(22.20854715758453), np.float64(23.62639206997324), np.float64(25.121758591037608), np.float64(26.701396591648535), np.float64(28.37252547188475), np.float64(30.14276888150938), np.float64(32.02003020022031), np.float64(34.01228056136692), np.float64(36.12721962498441), np.float64(38.37175340852238), np.float64(40.75121178772024), np.float64(43.26819877290179), np.float64(45.92092855555327), np.float64(48.700845837434464), np.float64(51.58925623411245), np.float64(54.55260394084226), np.float64(57.53596505241598), np.float64(60.45443879809197), np.float64(63.182968364480544), np.float64(65.54813699360584), np.float64(67.33274385683035), np.float64(68.31275862789255), np.float64(68.33581585192616), np.float64(67.39876519004036), np.float64(65.64953409817903), np.float64(63.31119979578424), np.float64(60.60223980205589), np.float64(57.69791635743976), np.float64(54.72488380810412), np.float64(51.76921362316567), np.float64(48.886634669997285), np.float64(46.11124560213894), np.float64(43.46210752177943), np.float64(40.948026454078374), np.float64(38.57096253403635), np.float64(36.32843523986459), np.float64(34.215203841149375), np.float64(32.22442786050118), np.float64(30.348456658307413), np.float64(28.579356352437394), np.float64(26.909252284490755), np.float64(25.330543242739537), np.float64(23.836027566358418), np.float64(22.418969560338915), np.float64(21.073126206215065))",847000.6030436361
64,Station12,2025-02-12T23:34:50Z,2025-02-12T23:39:20Z,"(np.float64(20.708974888238995), np.float64(21.441762395220934), np.float64(22.153400307120183), np.float64(22.83823516184), np.float64(23.490158332245258), np.float64(24.102695336089656), np.float64(24.669131959266352), np.float64(25.182677837146837), np.float64(25.636664643028716), np.float64(26.02477179379703), np.float64(26.341268072303112), np.float64(26.581253483913972), np.float64(26.74088284918026), np.float64(26.817551875354468), np.float64(26.81002826795678), np.float64(26.71851488775051), np.float64(26.544638508048358), np.float64(26.291365362656894), np.float64(25.962852104781838), np.float64(25.564246783781027), np.float64(25.10145810694553), np.float64(24.580912245945193), np.float64(24.009314983381554), np.float64(23.393433702884057), np.float64(22.73990943386886), np.float64(22.05510467856637), np.float64(21.34498870981391), np.float64(20.615058823802528))",166548.1451010758
65,Station13,2025-02-12T10:19:20Z,2025-02-12T10:22:10Z,"(np.float64(20.424686954471373), np.float64(20.833251381805603), np.float64(21.197918139205143), np.float64(21.51476946730642), np.float64(21.780206410217616), np.float64(21.99106510670852), np.float64(22.144726707813547), np.float64(22.239213772222175), np.float64(22.2732663296386), np.float64(22.24639190631575), np.float64(22.15888560505495), np.float64(22.011818630670945), np.float64(21.806996162113222), np.float64(21.546887865224694), np.float64(21.23453630833329), np.float64(20.87344986078124), np.float64(20.467487213933225), np.float64(20.02074048209584))",79785.41363061321
66,Station13,2025-02-12T11:58:20Z,2025-02-12T12:06:00Z,"(np.float64(20.895190023175214), np.float64(22.253679477939627), np.float64(23.68743233443677), np.float64(25.203767217955136), np.float64(26.8107949372488), np.float64(28.51748141604372), np.float64(30.333699568270333), np.float64(32.270259771008995), np.float64(34.338903532635726), np.float64(36.55223792265761), np.float64(38.92357874499637), np.float64(41.46665763739682), np.float64(44.19513148478323), np.float64(47.121810546924664), np.float64(50.257491747106485), np.float64(53.60923742264188), np.float64(57.17785198917224), np.float64(60.95410108157213), np.float64(64.91264863714116), np.float64(69.00098878502948), np.float64(73.11522899370212), np.float64(77.03656318577832), np.float64(80.2526410580342), np.float64(81.66646831953355), np.float64(80.3747957963884), np.float64(77.21276896812405), np.float64(73.30422982358988), np.float64(69.18462941099689), np.float64(65.08216992589061), np.float64(61.10493418601295), np.float64(57.307703306880896), np.float64(53.7172273280866), np.float64(50.34366805671629), np.float64(47.18682668836528), np.float64(44.24001813092537), np.float64(41.4926585948079), np.float64(38.932034962644885), np.float64(36.54450809339612), np.float64(34.316312095269204), np.float64(32.23406490110054), np.float64(30.285075326738998), np.float64(28.45750961415192), np.float64(26.740463437916706), np.float64(25.123972318220222), np.float64(23.598983581155345), np.float64(22.15730579245607), np.float64(20.791546388500656))",946565.2588191186
67,Station13,2025-02-12T13:41:10Z,2025-02-12T13:43:20Z,"(np.float64(20.103392875817697), np.float64(20.449853691320282), np.float64(20.747585152783103), np.float64(20.993179765612272), np.float64(21.183700651986594), np.float64(21.316785959059896), np.float64(21.390737327905306), np.float64(21.40458601364519), np.float64(21.358131610750373), np.float64(21.251950328783053), np.float64(21.08737215086104), np.float64(20.866428682943408), np.float64(20.591775740978044), np.float64(20.266596446808663))",58393.44876954428
68,Station13,2025-02-12T21:52:00Z,2025-02-12T21:59:30Z,"(np.float64(20.175868794485286), np.float64(21.475985082223428), np.float64(22.84195269913878), np.float64(24.27924687736742), np.float64(25.793714701005115), np.float64(27.39153109538917), np.float64(29.079114529599355), np.float64(30.862983844731485), np.float64(32.749530281561455), np.float64(34.74466888647858), np.float64(36.85332033776895), np.float64(39.078657145103854), np.float64(41.421026572282685), np.float64(43.87643655847696), np.float64(46.43446216061727), np.float64(49.075405242706005), np.float64(51.766539053285015), np.float64(54.45734603421797), np.float64(57.07394829975993), np.float64(59.51373656455804), np.float64(61.6430131781733), np.float64(63.30344903659117), np.float64(64.335166433666), np.float64(64.61845877494395), np.float64(64.11767762292392), np.float64(62.8964408784372), np.float64(61.091219543076825), np.float64(58.86506931430359), np.float64(56.37062264964381), np.float64(53.732560096261174), np.float64(51.04453343753968), np.float64(48.3728810660329), np.float64(45.76226528174987), np.float64(43.241072573872934), np.float64(40.82588755400161), np.float64(38.52496475927717), np.float64(36.34082879326366), np.float64(34.272177339779184), np.float64(32.315249367393655), np.float64(30.464793113474414), np.float64(28.714739729796264), np.float64(27.058663431845165), np.float64(25.490088653281674), np.float64(24.00268881232121), np.float64(22.590409184770046), np.float64(21.24753731595507))",805344.8707234855
69,Station13,2025-02-12T23:34:30Z,2025-02-12T23:39:40Z,"(np.float64(20.110557721800827), np.float64(20.9261832247459), np.float64(21.732505751101048), np.float64(22.524524454291093), np.float64(23.296572844630976), np.float64(24.04233469314065), np.float64(24.75489461440731), np.float64(25.42683060271746), np.float64(26.05035420437402), np.float64(26.617501000132588), np.float64(27.1203695476445), np.float64(27.55140109239416), np.float64(27.903685791980475), np.float64(28.17127491585359), np.float64(28.349473779903224), np.float64(28.43508836692074), np.float64(28.426600622169364), np.float64(28.324253512023684), np.float64(28.130036363684496), np.float64(27.847572178112216), np.float64(27.48191946405952), np.float64(27.039309705113865), np.float64(26.52684648612385), np.float64(25.952193131701332), np.float64(25.323272915104244), np.float64(24.648000583979613), np.float64(23.934057466394734), np.float64(23.188715996245442), np.float64(22.418714017321303), np.float64(21.63017515721129), np.float64(20.828569002378142), np.float64(20.018703592393486))",203437.78135584912
70,Station14,2025-02-12T10:19:40Z,2025-02-12T10:21:40Z,"(np.float64(20.02297422787563), np.float64(20.30980369705275), np.float64(20.5490638754176), np.float64(20.738104099079468), np.float64(20.874747874836096), np.float64(20.957367742259404), np.float64(20.9849435516442), np.float64(20.957100076818012), np.float64(20.874121230289365), np.float64(20.736939822751403), np.float64(20.547103612525568), np.float64(20.30672010411595), np.float64(20.01838397480182))",52307.112325396345
71,Station14,2025-02-12T11:58:20Z,2025-02-12T12:06:00Z,"(np.float64(20.599438310107555), np.float64(21.9441083133335), np.float64(23.3630386499801), np.float64(24.86351243724111), np.float64(26.453626647986475), np.float64(28.14236766828725), np.float64(29.939681378050278), np.float64(31.856529759765387), np.float64(33.90492198086559), np.float64(36.09790231063455), np.float64(38.449469792030534), np.float64(40.97439508437559), np.float64(43.68788844377553), np.float64(46.60506015083224), np.float64(49.74010246308334), np.float64(53.10511266382695), np.float64(56.70847072189725), np.float64(60.552672646018976), np.float64(64.63145019846851), np.float64(68.92567037082699), np.float64(73.39602747121324), np.float64(77.96342556664645), np.float64(82.42289368701626), np.float64(85.82483234037376), np.float64(84.80989374964687), np.float64(80.75337062880817), np.float64(76.20410381642023), np.float64(71.6519903651594), np.float64(67.23279413338487), np.float64(63.006814348838496), np.float64(59.004877098111905), np.float64(55.24101279611872), np.float64(51.71807205553637), np.float64(48.431251872628664), np.float64(45.37068317264615), np.float64(42.523391298852125), np.float64(39.874753723769714), np.float64(37.40954441665897), np.float64(35.11264828922183), np.float64(32.96952283982764), np.float64(30.966473727822336), np.float64(29.090798522562363), np.float64(27.33084054912828), np.float64(25.675983944496647), np.float64(24.116612253211738), np.float64(22.64404611712825), np.float64(21.250470586613222))",960188.9888390105
72,Station14,2025-02-12T13:41:00Z,2025-02-12T13:43:50Z,"(np.float64(20.338004702141934), np.float64(20.781968120637593), np.float64(21.181161186643042), np.float64(21.531171225234516), np.float64(21.827891419923258), np.float64(22.067657023361924), np.float64(22.24737709337349), np.float64(22.36465299445211), np.float64(22.417875006951533), np.float64(22.40628948505239), np.float64(22.330031058098303), np.float64(22.190117161196834), np.float64(21.988405348920498), np.float64(21.72751695071293), np.float64(21.410733243052356), np.float64(21.04187211397426), np.float64(20.625154011862683), np.float64(20.165065807655047))",80676.82397026391
73,Station14,2025-02-12T21:52:10Z,2025-02-12T21:59:40Z,"(np.float64(20.715316598346444), np.float64(22.028480573101334), np.float64(23.40683371714247), np.float64(24.855364853330087), np.float64(26.37926616366471), np.float64(27.98383610321041), np.float64(29.6743260979211), np.float64(31.455708249456645), np.float64(33.332333357915886), np.float64(35.30743853664337), np.float64(37.38245146178223), np.float64(39.55602434846554), np.float64(41.8227167829677), np.float64(44.171236893793456), np.float64(46.5821548314364), np.float64(49.025042266623515), np.float64(51.4551099426481), np.float64(53.8096942531464), np.float64(56.005512783881485), np.float64(57.93858304516999), np.float64(59.48988821178051), np.float64(60.540136693085664), np.float64(60.99391530600853), np.float64(60.80602297487241), np.float64(59.99617166797392), np.float64(58.642404021185776), np.float64(56.85768834226806), np.float64(54.76349683263943), np.float64(52.47094772815184), np.float64(50.071816095639846), np.float64(47.636742871845904), np.float64(45.21721877419702), np.float64(42.848955632529446), np.float64(40.55538170672246), np.float64(38.350725108719544), np.float64(36.24252828963126), np.float64(34.23360678187053), np.float64(32.32352934062884), np.float64(30.50971138698301), np.float64(28.788207720008394), np.float64(27.154277281831845), np.float64(25.602778373772857), np.float64(24.12843963660991), np.float64(22.72604115855561), np.float64(21.390531338597825), np.float64(20.11709837183339))",761052.9892359435
74,Station14,2025-02-12T23:34:20Z,2025-02-12T23:39:50Z,"(np.float64(20.14388752962676), np.float64(21.021424839921167), np.float64(21.89700600752243), np.float64(22.766035796916547), np.float64(23.62313360264876), np.float64(24.462101299497597), np.float64(25.27592105615915), np.float64(26.05679380672902), np.float64(26.796229200943458), np.float64(27.485196500312004), np.float64(28.114342539109035), np.float64(28.674277199746037), np.float64(29.155918933427856), np.float64(29.550883372236534), np.float64(29.851888419787436), np.float64(30.053141369548605), np.float64(30.150669773489334), np.float64(30.14255971547871), np.float64(30.029073438313997), np.float64(29.812631951462713), np.float64(29.497664821214904), np.float64(29.090345465460608), np.float64(28.598242730053464), np.float64(28.029926179562214), np.float64(27.39456284731446), np.float64(26.701538120379112), np.float64(25.96012491723703), np.float64(25.179215542912036), np.float64(24.367121439122695), np.float64(23.531438691200858), np.float64(22.678972113197105), np.float64(21.815707953274845), np.float64(20.946824348565528), np.float64(20.076729078498015))",235840.20474828992
75,Station15,2025-02-12T10:18:40Z,2025-02-12T10:23:20Z,"(np.float64(20.205730017396863), np.float64(20.932020223748548), np.float64(21.639986158130586), np.float64(22.324384302761196), np.float64(22.979500375862727), np.float64(23.599217047285194), np.float64(24.177115285394976), np.float64(24.706611398297692), np.float64(25.181129044111067), np.float64(25.594301857457292), np.float64(25.940198175294935), np.float64(26.213555176430592), np.float64(26.410006295792044), np.float64(26.526283820026354), np.float64(26.560378775734623), np.float64(26.511642916728963), np.float64(26.38082264548179), np.float64(26.170021391747742), np.float64(25.882594244058613), np.float64(25.52298526867126), np.float64(25.096522893620104), np.float64(24.609191326066277), np.float64(24.067396075030167), np.float64(23.47773961536836), np.float64(22.846819723307288), np.float64(22.181058824158566), np.float64(21.486568532982854), np.float64(20.76904996509048), np.float64(20.033727637043988))",166884.94016573063
