Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-1.0,0,60.0,1399991,1.20277,0.0,1,-1.0,0,1.20277,SAT,,10.405,
2,1,1,-1.0,0,60.0,3317383,1.08617,0.0,1,-1.0,1,2.28894,SAT,,8.133,
3,2,1,1.0E9,0,60.0,1399991,0.0,0.0,-1,1.0E9,1,2.28894,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.579,
4,1,1,-1.0,0,60.0,5878414,1.05713,0.0,1,-1.0,1,3.34607,SAT,,7.458,
5,3,1,1.0E9,0,60.0,3317383,0.0,0.0,-1,1.0E9,1,3.34607,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.42,
6,1,1,-1.0,0,60.0,9480515,1.02632,0.0,1,-1.0,2,4.37239,SAT,,7.368,
7,4,1,1.0E9,0,60.0,5878414,0.0,0.0,-1,1.0E9,2,4.37239,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.307,
8,1,1,-0.9666666666666667,0,60.0,12348508,0.989982,0.0,1,-0.9666666666666667,2,5.362372000000001,SAT,,7.275,
9,5,1,1.0E9,0,60.0,12348508,0.0,0.0,-1,1.0E9,2,5.362372000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.33,
10,1,1,-0.9666666666666667,0,60.0,9627338,0.99263,0.0,1,-0.9666666666666667,3,6.355002000000001,SAT,,7.437,
11,6,1,1.0E9,0,60.0,9627338,0.0,0.0,-1,1.0E9,3,6.355002000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.276,
12,1,1,-0.9666666666666667,0,60.0,7463071,0.989575,0.0,1,-0.9666666666666667,3,7.344577000000001,SAT,,7.273,
13,7,1,1.0E9,0,60.0,9627338,0.0,0.0,-1,1.0E9,3,7.344577000000001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.332,
14,1,1,-0.9666666666666667,0,60.0,1061282,1.0337,0.0,1,-0.9666666666666667,4,8.378277,SAT,,7.451,
15,8,1,1.0E9,0,60.0,9480515,0.0,0.0,-1,1.0E9,4,8.378277,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.514,
16,1,1,-0.9333333333333333,0,60.0,281429,1.01014,0.0,1,-0.9333333333333333,4,9.388417,SAT,,7.678,
17,9,1,1.0E9,0,60.0,3317383,0.0,0.0,-1,1.0E9,4,9.388417,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.339,
18,1,1,-0.8333333333333334,0,60.0,957168,0.970184,0.0,1,-0.8333333333333334,5,10.358601,SAT,,7.257,
19,10,1,-0.8,0,60.0,957168,0.995744,0.0,1,-0.8,5,11.354345,SAT,,7.305,
