Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,-0.9666666666666667,0,60.0,2701587,1.12692,0.0,1,-0.9666666666666667,0,1.12692,SAT,,9.634,
2,1,1,-1.0,0,60.0,4816591,1.01638,0.0,1,-1.0,1,2.1433,SAT,,7.751,
3,2,1,1.0E9,0,60.0,4816591,0.0,0.0,-1,1.0E9,1,2.1433,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.382,
4,1,1,-0.9333333333333333,0,60.0,2692551,1.02472,0.0,1,-0.9333333333333333,1,3.1680200000000003,SAT,,7.255,
5,3,1,1.0E9,0,60.0,2692551,0.0,0.0,-1,1.0E9,1,3.1680200000000003,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.244,
6,1,1,-0.9,0,60.0,720764,0.955805,0.0,1,-0.9,2,4.123825,SAT,,7.204,
7,4,1,1.0E9,0,60.0,720764,0.0,0.0,-1,1.0E9,2,4.123825,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.296,
8,1,1,-0.9,0,60.0,15497336,0.949765,0.0,1,-0.9,2,5.07359,SAT,,7.177,
9,5,1,1.0E9,0,60.0,2701587,0.0,0.0,-1,1.0E9,2,5.07359,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.247,
10,1,1,-0.9666666666666667,0,60.0,6265852,0.973411,0.0,1,-0.9666666666666667,3,6.047001,SAT,,7.24,
11,6,1,1.0E9,0,60.0,4816591,0.0,0.0,-1,1.0E9,3,6.047001,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.247,
12,1,1,-0.9,0,60.0,16100680,0.976544,0.0,1,-0.9,3,7.0235449999999995,SAT,,7.251,
13,7,1,1.0E9,0,60.0,16100680,0.0,0.0,-1,1.0E9,3,7.0235449999999995,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,7.224,
14,1,1,-1.0,0,60.0,3996243,0.971553,0.0,1,-1.0,4,7.995098,SAT,,7.306,
15,8,1,-0.9666666666666667,0,60.0,2701587,0.962477,0.0,1,-0.9666666666666667,4,8.957575,SAT,,7.179,
16,8,1,-0.9,0,60.0,16100680,0.971447,0.0,1,-0.9,4,9.929022,SAT,,7.131,
17,8,1,-0.9666666666666667,0,60.0,6265852,0.962987,0.0,1,-0.9666666666666667,4,10.892009,SAT,,7.218,
18,1,1,-0.9333333333333333,0,60.0,7657558,0.976236,0.0,1,-0.9333333333333333,4,11.868245,SAT,,7.165,
