Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,11.985859,0,60.0,647467,21.6155,0.0,1,11.985859,0,21.6155,SAT,,31.752,
2,1,1,11.376365,0,60.0,3713518,20.5385,0.0,1,11.376365,1,42.153999999999996,SAT,,28.449,
3,2,1,11.032008,0,60.0,647467,19.7941,0.0,1,11.032008,1,61.9481,SAT,,26.837,
4,2,1,10.512378,0,60.0,3713518,19.3007,0.0,1,10.512378,1,81.24879999999999,SAT,,26.517,
5,2,1,9.779457,0,60.0,7124830,18.6179,0.0,1,9.779457,1,99.86669999999998,SAT,,25.55,
6,3,1,9.120232,0,60.0,3713518,17.9295,0.0,1,9.120232,1,117.79619999999998,SAT,,24.704,
7,3,1,9.161331,0,60.0,647467,17.9428,0.0,1,9.161331,1,135.73899999999998,SAT,,24.852,
8,3,1,9.329965,0,60.0,7124830,18.0083,0.0,1,9.329965,1,153.74729999999997,SAT,,24.802,
9,3,1,9.342271,0,60.0,2302011,18.0829,0.0,1,9.342271,2,171.83019999999996,SAT,,24.931,
10,4,1,9.295493,0,60.0,7124830,18.1749,0.0,1,9.295493,2,190.00509999999997,SAT,,24.988,
11,3,1,9.462254,0,60.0,509277,18.4137,0.0,1,9.462254,2,208.41879999999998,SAT,,25.236,
12,5,1,9.534252,0,60.0,2302011,18.0475,0.0,1,9.534252,2,226.4663,SAT,,24.837,
