Solver,,,Solvers/RandomForest,Solvers/RandomForest,Solvers/RandomForest
Meta,,,Value,Seed,Configuration
Objective,Instance,Run,,,
cpu_time:metric,Instances/Iris/Iris.csv,6,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_6'}"
cpu_time:metric,Instances/Iris/Iris.csv,7,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_7'}"
cpu_time:metric,Instances/Iris/Iris.csv,8,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_8'}"
cpu_time:metric,Instances/Iris/Iris.csv,9,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_9'}"
cpu_time:metric,Instances/Iris/Iris.csv,10,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_10'}"
cpu_time:metric,Instances/Iris/Iris.csv,11,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_11'}"
cpu_time:metric,Instances/Iris/Iris.csv,12,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_12'}"
cpu_time:metric,Instances/Iris/Iris.csv,13,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_13'}"
cpu_time:metric,Instances/Iris/Iris.csv,14,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.028876910152885734', 'n_estimators': '124', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_14'}"
cpu_time:metric,Instances/Iris/Iris.csv,15,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_15'}"
cpu_time:metric,Instances/Iris/Iris.csv,16,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_16'}"
cpu_time:metric,Instances/Iris/Iris.csv,17,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_17'}"
cpu_time:metric,Instances/Iris/Iris.csv,18,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_18'}"
cpu_time:metric,Instances/Iris/Iris.csv,19,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_19'}"
cpu_time:metric,Instances/Iris/Iris.csv,20,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_20'}"
cpu_time:metric,Instances/Iris/Iris.csv,21,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.17670000110520712', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_21'}"
cpu_time:metric,Instances/Iris/Iris.csv,22,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_22'}"
cpu_time:metric,Instances/Iris/Iris.csv,23,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '14', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_23'}"
cpu_time:metric,Instances/Iris/Iris.csv,24,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_24'}"
cpu_time:metric,Instances/Iris/Iris.csv,25,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_25'}"
cpu_time:metric,Instances/Iris/Iris.csv,26,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_26'}"
memory:metric,Instances/Iris/Iris.csv,1,523.8203125,125062371.0,
memory:metric,Instances/Iris/Iris.csv,2,,,{}
memory:metric,Instances/Iris/Iris.csv,3,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.02204624206449182', 'min_samples_leaf': '1', 'min_samples_split': '18', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_3'}"
memory:metric,Instances/Iris/Iris.csv,4,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_4'}"
memory:metric,Instances/Iris/Iris.csv,5,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_5'}"
memory:metric,Instances/Iris/Iris.csv,6,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_6'}"
memory:metric,Instances/Iris/Iris.csv,7,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_7'}"
memory:metric,Instances/Iris/Iris.csv,8,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_8'}"
memory:metric,Instances/Iris/Iris.csv,9,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_9'}"
memory:metric,Instances/Iris/Iris.csv,10,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_10'}"
memory:metric,Instances/Iris/Iris.csv,11,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_11'}"
memory:metric,Instances/Iris/Iris.csv,12,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_12'}"
memory:metric,Instances/Iris/Iris.csv,13,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_13'}"
memory:metric,Instances/Iris/Iris.csv,14,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.028876910152885734', 'n_estimators': '124', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_14'}"
memory:metric,Instances/Iris/Iris.csv,15,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_15'}"
memory:metric,Instances/Iris/Iris.csv,16,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_16'}"
memory:metric,Instances/Iris/Iris.csv,17,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_17'}"
memory:metric,Instances/Iris/Iris.csv,18,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_18'}"
memory:metric,Instances/Iris/Iris.csv,19,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_19'}"
memory:metric,Instances/Iris/Iris.csv,20,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_20'}"
memory:metric,Instances/Iris/Iris.csv,21,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.17670000110520712', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_21'}"
memory:metric,Instances/Iris/Iris.csv,22,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_22'}"
memory:metric,Instances/Iris/Iris.csv,23,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '14', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_23'}"
memory:metric,Instances/Iris/Iris.csv,24,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_24'}"
memory:metric,Instances/Iris/Iris.csv,25,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_25'}"
memory:metric,Instances/Iris/Iris.csv,26,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_26'}"
status:metric,Instances/Iris/Iris.csv,1,SUCCESS,125062371.0,
status:metric,Instances/Iris/Iris.csv,2,,,{}
status:metric,Instances/Iris/Iris.csv,3,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.02204624206449182', 'min_samples_leaf': '1', 'min_samples_split': '18', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_3'}"
status:metric,Instances/Iris/Iris.csv,4,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_4'}"
status:metric,Instances/Iris/Iris.csv,5,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_5'}"
status:metric,Instances/Iris/Iris.csv,6,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_6'}"
status:metric,Instances/Iris/Iris.csv,7,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_7'}"
status:metric,Instances/Iris/Iris.csv,8,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_8'}"
status:metric,Instances/Iris/Iris.csv,9,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_9'}"
status:metric,Instances/Iris/Iris.csv,10,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_10'}"
status:metric,Instances/Iris/Iris.csv,11,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_11'}"
status:metric,Instances/Iris/Iris.csv,12,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_12'}"
status:metric,Instances/Iris/Iris.csv,13,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_13'}"
status:metric,Instances/Iris/Iris.csv,14,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.028876910152885734', 'n_estimators': '124', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_14'}"
status:metric,Instances/Iris/Iris.csv,15,,,"{'bootstrap': 'True', 'criterion': 'gini', 'max_depth_type': 'None', 'max_features_special': 'sqrt', 'max_features_type': 'special', 'max_leaf_nodes_type': 'None', 'max_samples_type': 'None', 'min_impurity_decrease': '0.0', 'min_samples_leaf': '1', 'min_samples_split': '2', 'min_weight_fraction_leaf': '0.0', 'n_estimators': '100', 'oob_score': 'True', 'configuration_id': 'SMAC2_1744614958.9824817_15'}"
