Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,10.838789,0,60.0,1721136,20.8472,0.0,1,10.838789,0,20.8472,SAT,,30.651,
2,1,1,10.633889,0,60.0,2670956,20.3535,0.0,1,10.633889,1,41.2007,SAT,,27.841,
3,2,1,10.648336,0,60.0,1721136,20.4139,0.0,1,10.648336,1,61.614599999999996,SAT,,27.912,
4,2,1,10.594873,0,60.0,2670956,20.3075,0.0,1,10.594873,1,81.9221,SAT,,27.782,
5,2,1,10.312574,0,60.0,5002182,19.9767,0.0,1,10.312574,1,101.8988,SAT,,27.357,
6,3,1,10.86487,0,60.0,1721136,20.733,0.0,1,10.86487,1,122.6318,SAT,,28.096,
7,2,1,13.40275,0,60.0,619260,24.2913,0.0,1,13.40275,2,146.9231,SAT,,40.518,
8,4,1,11.995241,0,60.0,5002182,22.5628,0.0,1,11.995241,2,169.48590000000002,SAT,,30.278,
9,2,1,12.334709,0,60.0,2249580,23.2862,0.0,1,12.334709,2,192.77210000000002,SAT,,30.925,
10,5,1,13.040626,0,60.0,2249580,23.9917,0.0,1,13.040626,2,216.76380000000003,SAT,,31.765,
